""	"Gene.symbol"	"baseMean"	"logFC"	"lfcSE"	"stat"	"pvalue"	"adj.P.Val"	"KO_Number"	"KO_Class"	"KO_Subclass_1"	"KO_Subclass_2"	"abundance"	"path"	"sig"	"pch"
"923"	"K02188"	2.71488796341407	4.38000057029324	2.93067086617227	1.49453854434836	0.135034915306327	NA	"K02188"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"	3.26315789473684	"K02188_Metabolism_Metabolism of cofactors and vitamins_ Porphyrin and chlorophyll metabolism"	NA	19
"924"	"K02189"	0.681845905720421	2.38666818286944	3.61069246729468	0.661000127949877	0.50861223151081	NA	"K02189"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"	0.789473684210526	"K02189_Metabolism_Metabolism of cofactors and vitamins_ Porphyrin and chlorophyll metabolism"	NA	19
"925"	"K02190"	2.96275704673521	4.50574312418555	2.78249701555722	1.61931642657422	0.105379198108937	0.111690679493002	"K02190"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"	3.42105263157895	"K02190_Metabolism_Metabolism of cofactors and vitamins_ Porphyrin and chlorophyll metabolism"	0.951983066934954	19
"926"	"K02191"	0	NA	NA	NA	NA	NA	"K02191"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"	0	"K02191_Metabolism_Metabolism of cofactors and vitamins_ Porphyrin and chlorophyll metabolism"	NA	19
"928"	"K02193"	1.09030667495545	3.06473088902018	3.47641954333464	0.881576820869107	0.378005694356637	NA	"K02193"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"	1.36842105263158	"K02193_Environmental Information Processing_Membrane transport_ ABC transporters"	NA	19
"929"	"K02194"	0.141365988697667	0.115142479615329	4.07517167976819	0.0282546328506776	0.977459063879945	NA	"K02194"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"	0.157894736842105	"K02194_Environmental Information Processing_Membrane transport_ ABC transporters"	NA	19
"930"	"K02195"	0.465747509365705	1.83608154843551	4.0154498445751	0.457254260295661	0.647488301813599	NA	"K02195"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"	0.526315789473684	"K02195_Environmental Information Processing_Membrane transport_ ABC transporters"	NA	19
"931"	"K02196"	0.965549309805476	2.88658888927142	4.00186813784256	0.721310345529677	0.470718593202873	NA	"K02196"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"	0.947368421052632	"K02196_Environmental Information Processing_Membrane transport_ ABC transporters"	NA	19
"936"	"K02204"	0	NA	NA	NA	NA	NA	"K02204"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	0	"K02204_Metabolism_Overview_ Biosynthesis of amino acids"	NA	19
"939"	"K02224"	0.77677543728341	2.57602817763236	3.98279741805446	0.646788653109732	0.517768737089992	NA	"K02224"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"	1	"K02224_Metabolism_Metabolism of cofactors and vitamins_ Porphyrin and chlorophyll metabolism"	NA	19
"940"	"K02226"	0.289298920947155	1.1485018824254	4.03142058644353	0.284887636454373	0.775730228348392	NA	"K02226"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"	0.315789473684211	"K02226_Metabolism_Metabolism of cofactors and vitamins_ Porphyrin and chlorophyll metabolism"	NA	19
"941"	"K02227"	0	NA	NA	NA	NA	NA	"K02227"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"	0	"K02227_Metabolism_Metabolism of cofactors and vitamins_ Porphyrin and chlorophyll metabolism"	NA	19
"942"	"K02230"	0	NA	NA	NA	NA	NA	"K02230"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"	0	"K02230_Metabolism_Metabolism of cofactors and vitamins_ Porphyrin and chlorophyll metabolism"	NA	19
"943"	"K02231"	0.0964329736490518	-0.438095973068009	4.11472057827898	-0.106470406612943	0.915209134025101	NA	"K02231"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"	0.105263157894737	"K02231_Metabolism_Metabolism of cofactors and vitamins_ Porphyrin and chlorophyll metabolism"	NA	19
"944"	"K02232"	0	NA	NA	NA	NA	NA	"K02232"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"	0	"K02232_Metabolism_Metabolism of cofactors and vitamins_ Porphyrin and chlorophyll metabolism"	NA	19
"945"	"K02233"	0.0482164868245259	-1.37602006890531	4.1594189582294	-0.33082026185	0.740780255101383	NA	"K02233"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"	0.0526315789473684	"K02233_Metabolism_Metabolism of cofactors and vitamins_ Porphyrin and chlorophyll metabolism"	NA	19
"957"	"K02259"	0	NA	NA	NA	NA	NA	"K02259"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"	0	"K02259_Metabolism_Energy metabolism_ Oxidative phosphorylation"	NA	19
"958"	"K02274"	0	NA	NA	NA	NA	NA	"K02274"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"	0	"K02274_Metabolism_Energy metabolism_ Oxidative phosphorylation"	NA	19
"959"	"K02275"	0.144649460473578	0.147680268418433	4.07327435662149	0.0362559099851364	0.971078305541656	NA	"K02275"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"	0.157894736842105	"K02275_Metabolism_Energy metabolism_ Oxidative phosphorylation"	NA	19
"965"	"K02301"	0	NA	NA	NA	NA	NA	"K02301"	"Metabolism"	"Energy metabolism"	" Oxidative phosphorylation"	0	"K02301_Metabolism_Energy metabolism_ Oxidative phosphorylation"	NA	19
"966"	"K02303"	0	NA	NA	NA	NA	NA	"K02303"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"	0	"K02303_Metabolism_Metabolism of cofactors and vitamins_ Porphyrin and chlorophyll metabolism"	NA	19
"967"	"K02304"	0	NA	NA	NA	NA	NA	"K02304"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"	0	"K02304_Metabolism_Metabolism of cofactors and vitamins_ Porphyrin and chlorophyll metabolism"	NA	19
"968"	"K02313"	11.1908123571186	6.42326889688942	0.794370614346623	8.08598503127236	6.16637603801452e-16	6.17260470067918e-15	"K02313"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"	12.7894736842105	"K02313_Environmental Information Processing_Signal transduction_ Two-component system"	14.2095315347631	19
"969"	"K02314"	7.59300022066257	5.86339218440991	0.972688737748674	6.02802516042384	1.65975216725584e-09	7.37584931726698e-09	"K02314"	"Genetic Information Processing"	"Replication and repair"	" DNA replication"	8.63157894736842	"K02314_Genetic Information Processing_Replication and repair_ DNA replication"	8.13218796415452	19
"971"	"K02316"	3.83115738399447	4.87634375458733	2.14507659883797	2.27327255223844	0.0230097605210837	0.044536470071082	"K02316"	"Genetic Information Processing"	"Replication and repair"	" DNA replication"	4.26315789473684	"K02316_Genetic Information Processing_Replication and repair_ DNA replication"	1.35128420780944	19
"973"	"K02335"	3.71781075821539	4.83287142275129	2.24933584546891	2.1485770710882	0.0316679408828514	0.0570027646124937	"K02335"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	4.05263157894737	"K02335_Metabolism_Nucleotide metabolism_ Purine metabolism"	1.24410408069883	19
"974"	"K02337"	0.761223292853892	2.54396124485601	3.98362562511091	0.638604498580406	0.523080254055511	NA	"K02337"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	0.789473684210526	"K02337_Metabolism_Nucleotide metabolism_ Purine metabolism"	NA	19
"975"	"K02338"	8.6757758065438	6.05616297131711	0.901364856802053	6.71888073471572	1.83125713856667e-11	9.60198848846334e-11	"K02338"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	9.94736842105263	"K02338_Metabolism_Nucleotide metabolism_ Purine metabolism"	10.0176388190292	19
"976"	"K02339"	0	NA	NA	NA	NA	NA	"K02339"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	0	"K02339_Metabolism_Nucleotide metabolism_ Purine metabolism"	NA	19
"977"	"K02340"	8.05307444190504	5.94812085576991	0.927505184149351	6.41303246323646	1.42653127499977e-10	6.96400243115652e-10	"K02340"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	9.10526315789474	"K02340_Metabolism_Nucleotide metabolism_ Purine metabolism"	9.15714108594102	19
"978"	"K02341"	7.6595275894635	5.87577629225698	0.958536934266396	6.12994250112431	8.79108384502148e-10	4.07101125720387e-09	"K02341"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	8.63157894736842	"K02341_Metabolism_Nucleotide metabolism_ Purine metabolism"	8.39029769670319	19
"979"	"K02342"	5.7665962250067	5.46619831079622	1.23984389579946	4.40877946757289	1.0395481348952e-05	3.28086688433485e-05	"K02342"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	6.47368421052632	"K02342_Metabolism_Nucleotide metabolism_ Purine metabolism"	4.4840113900259	19
"980"	"K02343"	4.6708928495318	5.16232859352313	1.63912842126965	3.14943510620385	0.00163586435437729	0.00419984864038316	"K02343"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	5.26315789473684	"K02343_Metabolism_Nucleotide metabolism_ Purine metabolism"	2.3767663609904	19
"981"	"K02344"	0.144649460473578	0.147680268418433	4.07327435662149	0.0362559099851364	0.971078305541656	NA	"K02344"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	0.157894736842105	"K02344_Metabolism_Nucleotide metabolism_ Purine metabolism"	NA	19
"989"	"K02361"	1.67986829325276	3.68682557465056	3.33591953711068	1.10519019827553	0.26907718313767	NA	"K02361"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Ubiquinone and other terpenoid-quinone biosynthesis"	1.84210526315789	"K02361_Metabolism_Metabolism of cofactors and vitamins_ Ubiquinone and other terpenoid-quinone biosynthesis"	NA	19
"990"	"K02363"	0.198291088796104	0.60156089819888	4.0507499623776	0.148506055369014	0.881943407451781	NA	"K02363"	"Metabolism"	"Metabolism of terpenoids and polyketides"	" Biosynthesis of siderophore group nonribosomal peptides"	0.210526315789474	"K02363_Metabolism_Metabolism of terpenoids and polyketides_ Biosynthesis of siderophore group nonribosomal peptides"	NA	19
"991"	"K02364"	0.427381437868911	1.71180643766603	3.772338800128	0.453778551811929	0.649988222457166	NA	"K02364"	"Metabolism"	"Metabolism of terpenoids and polyketides"	" Biosynthesis of siderophore group nonribosomal peptides"	0.473684210526316	"K02364_Metabolism_Metabolism of terpenoids and polyketides_ Biosynthesis of siderophore group nonribosomal peptides"	NA	19
"992"	"K02371"	6.63871971584243	5.66972789840356	2.98933667439205	1.89665083460585	0.0578740366222237	0.0856017467054084	"K02371"	"Metabolism"	"Overview"	" Fatty acid metabolism"	7.89473684210526	"K02371_Metabolism_Overview_ Fatty acid metabolism"	1.06751737344457	19
"993"	"K02372"	7.8739575825068	5.0544733096527	2.5657034333503	1.97001463378507	0.0488366934419579	0.0777685343803221	"K02372"	"Metabolism"	"Overview"	" Fatty acid metabolism"	9	"K02372_Metabolism_Overview_ Fatty acid metabolism"	1.10919608564738	19
"994"	"K02377"	2.71967487727604	4.38230619023573	2.91983026130305	1.5008770366946	0.133387368569426	NA	"K02377"	"Metabolism"	"Carbohydrate metabolism"	" Fructose and mannose metabolism"	3.15789473684211	"K02377_Metabolism_Carbohydrate metabolism_ Fructose and mannose metabolism"	NA	19
"997"	"K02386"	0	NA	NA	NA	NA	NA	"K02386"	"Cellular Processes"	"Cell motility"	" Flagellar assembly"	0	"K02386_Cellular Processes_Cell motility_ Flagellar assembly"	NA	19
"998"	"K02387"	0.118523620651844	-0.124372744348554	4.09050181498056	-0.0304052534320034	0.975743855161396	NA	"K02387"	"Cellular Processes"	"Cell motility"	" Flagellar assembly"	0.157894736842105	"K02387_Cellular Processes_Cell motility_ Flagellar assembly"	NA	19
"999"	"K02388"	0.241082434122629	0.88530223606582	4.03982462247422	0.219143729938358	0.826538086999421	NA	"K02388"	"Cellular Processes"	"Cell motility"	" Flagellar assembly"	0.263157894736842	"K02388_Cellular Processes_Cell motility_ Flagellar assembly"	NA	19
"1000"	"K02389"	0	NA	NA	NA	NA	NA	"K02389"	"Cellular Processes"	"Cell motility"	" Flagellar assembly"	0	"K02389_Cellular Processes_Cell motility_ Flagellar assembly"	NA	19
"1001"	"K02390"	0.0395078735506145	-1.3760200689053	4.1594189582294	-0.33082026185	0.740780255101384	NA	"K02390"	"Cellular Processes"	"Cell motility"	" Flagellar assembly"	0.0526315789473684	"K02390_Cellular Processes_Cell motility_ Flagellar assembly"	NA	19
"1002"	"K02392"	0.118523620651844	-0.124372744348554	4.09050181498056	-0.0304052534320034	0.975743855161396	NA	"K02392"	"Cellular Processes"	"Cell motility"	" Flagellar assembly"	0.157894736842105	"K02392_Cellular Processes_Cell motility_ Flagellar assembly"	NA	19
"1003"	"K02393"	0	NA	NA	NA	NA	NA	"K02393"	"Cellular Processes"	"Cell motility"	" Flagellar assembly"	0	"K02393_Cellular Processes_Cell motility_ Flagellar assembly"	NA	19
"1004"	"K02394"	0	NA	NA	NA	NA	NA	"K02394"	"Cellular Processes"	"Cell motility"	" Flagellar assembly"	0	"K02394_Cellular Processes_Cell motility_ Flagellar assembly"	NA	19
"1005"	"K02396"	0.127232233925755	-0.0284725957346492	4.08406418722861	-0.00697163277298301	0.994437486906639	NA	"K02396"	"Cellular Processes"	"Cell motility"	" Flagellar assembly"	0.157894736842105	"K02396_Cellular Processes_Cell motility_ Flagellar assembly"	NA	19
"1006"	"K02398"	0	NA	NA	NA	NA	NA	"K02398"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"	0	"K02398_Environmental Information Processing_Signal transduction_ Two-component system"	NA	19
"1007"	"K02400"	0.302680954676036	1.2171182207425	4.02946749654871	0.302054358742186	0.762610624720504	NA	"K02400"	"Cellular Processes"	"Cell motility"	" Flagellar assembly"	0.368421052631579	"K02400_Cellular Processes_Cell motility_ Flagellar assembly"	NA	19
"1008"	"K02401"	0.175448720750281	0.43135749059959	4.05839349986471	0.106287744304235	0.915354055136158	NA	"K02401"	"Cellular Processes"	"Cell motility"	" Flagellar assembly"	0.210526315789474	"K02401_Cellular Processes_Cell motility_ Flagellar assembly"	NA	19
"1010"	"K02405"	0	NA	NA	NA	NA	NA	"K02405"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"	0	"K02405_Environmental Information Processing_Signal transduction_ Two-component system"	NA	19
"1011"	"K02406"	0.079015747101229	-0.701721957452983	4.13922259323139	-0.16952989157927	0.865379862550003	NA	"K02406"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"	0.105263157894737	"K02406_Environmental Information Processing_Signal transduction_ Two-component system"	NA	19
"1012"	"K02407"	0.263173081125421	1.01517891807589	4.0354884017389	0.251562838747955	0.80137898537001	NA	"K02407"	"Cellular Processes"	"Cell motility"	" Flagellar assembly"	0.315789473684211	"K02407_Cellular Processes_Cell motility_ Flagellar assembly"	NA	19
"1013"	"K02408"	0	NA	NA	NA	NA	NA	"K02408"	"Cellular Processes"	"Cell motility"	" Flagellar assembly"	0	"K02408_Cellular Processes_Cell motility_ Flagellar assembly"	NA	19
"1014"	"K02409"	0.241082434122629	0.88530223606582	4.03982462247422	0.219143729938358	0.826538086999421	NA	"K02409"	"Cellular Processes"	"Cell motility"	" Flagellar assembly"	0.263157894736842	"K02409_Cellular Processes_Cell motility_ Flagellar assembly"	NA	19
"1015"	"K02410"	0.0964329736490518	-0.438095973068009	4.11472057827898	-0.106470406612943	0.915209134025101	NA	"K02410"	"Cellular Processes"	"Cell motility"	" Bacterial chemotaxis"	0.105263157894737	"K02410_Cellular Processes_Cell motility_ Bacterial chemotaxis"	NA	19
"1016"	"K02411"	0.0482164868245259	-1.37602006890531	4.1594189582294	-0.33082026185	0.740780255101383	NA	"K02411"	"Cellular Processes"	"Cell motility"	" Flagellar assembly"	0.0526315789473684	"K02411_Cellular Processes_Cell motility_ Flagellar assembly"	NA	19
"1017"	"K02412"	0	NA	NA	NA	NA	NA	"K02412"	"Cellular Processes"	"Cell motility"	" Flagellar assembly"	0	"K02412_Cellular Processes_Cell motility_ Flagellar assembly"	NA	19
"1019"	"K02416"	0.34218882822665	1.39413927617736	4.02483346571736	0.346384338147734	0.729053893803325	NA	"K02416"	"Cellular Processes"	"Cell motility"	" Bacterial chemotaxis"	0.421052631578947	"K02416_Cellular Processes_Cell motility_ Bacterial chemotaxis"	NA	19
"1020"	"K02417"	0.079015747101229	-0.701721957452983	4.13922259323139	-0.16952989157927	0.865379862550003	NA	"K02417"	"Cellular Processes"	"Cell motility"	" Bacterial chemotaxis"	0.105263157894737	"K02417_Cellular Processes_Cell motility_ Bacterial chemotaxis"	NA	19
"1021"	"K02419"	0.0395078735506145	-1.3760200689053	4.1594189582294	-0.33082026185	0.740780255101384	NA	"K02419"	"Cellular Processes"	"Cell motility"	" Flagellar assembly"	0.0526315789473684	"K02419_Cellular Processes_Cell motility_ Flagellar assembly"	NA	19
"1022"	"K02420"	0	NA	NA	NA	NA	NA	"K02420"	"Cellular Processes"	"Cell motility"	" Flagellar assembly"	0	"K02420_Cellular Processes_Cell motility_ Flagellar assembly"	NA	19
"1023"	"K02421"	0	NA	NA	NA	NA	NA	"K02421"	"Cellular Processes"	"Cell motility"	" Flagellar assembly"	0	"K02421_Cellular Processes_Cell motility_ Flagellar assembly"	NA	19
"1024"	"K02422"	0	NA	NA	NA	NA	NA	"K02422"	"Cellular Processes"	"Cell motility"	" Flagellar assembly"	0	"K02422_Cellular Processes_Cell motility_ Flagellar assembly"	NA	19
"1025"	"K02424"	1.20566031723838	3.20858513845743	3.41446938611459	0.939702418040585	0.347370224486756	NA	"K02424"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"	1.36842105263158	"K02424_Environmental Information Processing_Membrane transport_ ABC transporters"	NA	19
"1028"	"K02428"	14.3322235546117	6.77894573450334	0.783252898228377	8.65486198625819	4.9350847037553e-18	8.15111490236917e-17	"K02428"	"Metabolism"	"Nucleotide metabolism"	" Purine metabolism"	15.7368421052632	"K02428_Metabolism_Nucleotide metabolism_ Purine metabolism"	16.0887829847777	19
"1031"	"K02433"	9.38810866279127	6.16947324781906	0.849070446843621	7.2661500241279	3.69877786658345e-13	2.4600596414659e-12	"K02433"	"Genetic Information Processing"	"Translation"	" Aminoacyl-tRNA biosynthesis"	10.6315789473684	"K02433_Genetic Information Processing_Translation_ Aminoacyl-tRNA biosynthesis"	11.6090543637724	19
"1032"	"K02434"	5.93042508626226	4.56556722126823	2.53434970395743	1.80147483756445	0.0716280698289881	0.0957940852908599	"K02434"	"Genetic Information Processing"	"Translation"	" Aminoacyl-tRNA biosynthesis"	6.42105263157895	"K02434_Genetic Information Processing_Translation_ Aminoacyl-tRNA biosynthesis"	1.01866130516824	19
"1033"	"K02435"	6.11713202647502	5.55177900837526	1.15890719033629	4.79052943554889	1.66341817555266e-06	5.56907909450233e-06	"K02435"	"Genetic Information Processing"	"Translation"	" Aminoacyl-tRNA biosynthesis"	7	"K02435_Genetic Information Processing_Translation_ Aminoacyl-tRNA biosynthesis"	5.25421661402585	19
"1035"	"K02437"	2.7684727097795	4.40744243501487	2.9048279804439	1.51728173395705	0.129195567938766	NA	"K02437"	"Metabolism"	"Carbohydrate metabolism"	" Glyoxylate and dicarboxylate metabolism"	3	"K02437_Metabolism_Carbohydrate metabolism_ Glyoxylate and dicarboxylate metabolism"	NA	19
"1036"	"K02438"	0	NA	NA	NA	NA	NA	"K02438"	"Metabolism"	"Carbohydrate metabolism"	" Starch and sucrose metabolism"	0	"K02438_Metabolism_Carbohydrate metabolism_ Starch and sucrose metabolism"	NA	19
"1037"	"K02439"	0.375491398257685	1.52167702265699	4.02182709699035	0.378354659700738	0.705167145361374	NA	"K02439"	"Metabolism"	"Energy metabolism"	" Sulfur metabolism"	0.368421052631579	"K02439_Metabolism_Energy metabolism_ Sulfur metabolism"	NA	19
"1043"	"K02446"	2.63153199491156	4.33424870611616	2.97572561138095	1.45653506813243	0.14524476267005	NA	"K02446"	"Metabolism"	"Overview"	" Carbon metabolism"	2.84210526315789	"K02446_Metabolism_Overview_ Carbon metabolism"	NA	19
"1044"	"K02453"	0.447330415149613	1.77911524321794	4.0165054260436	0.442951036909325	0.657801150637332	NA	"K02453"	"Environmental Information Processing"	"Membrane transport"	" Bacterial secretion system"	0.526315789473684	"K02453_Environmental Information Processing_Membrane transport_ Bacterial secretion system"	NA	19
"1045"	"K02454"	0.543763388798665	2.06035066014895	4.01167410605307	0.513588742674824	0.607539551786537	NA	"K02454"	"Environmental Information Processing"	"Membrane transport"	" Bacterial secretion system"	0.631578947368421	"K02454_Environmental Information Processing_Membrane transport_ Bacterial secretion system"	NA	19
"1046"	"K02455"	0	NA	NA	NA	NA	NA	"K02455"	"Environmental Information Processing"	"Membrane transport"	" Bacterial secretion system"	0	"K02455_Environmental Information Processing_Membrane transport_ Bacterial secretion system"	NA	19
"1047"	"K02456"	0	NA	NA	NA	NA	NA	"K02456"	"Environmental Information Processing"	"Membrane transport"	" Bacterial secretion system"	0	"K02456_Environmental Information Processing_Membrane transport_ Bacterial secretion system"	NA	19
"1050"	"K02471"	0.779278747037742	2.57901737431528	3.59234138922801	0.717921014424945	0.472805989797116	NA	"K02471"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"	0.894736842105263	"K02471_Environmental Information Processing_Membrane transport_ ABC transporters"	NA	19
"1051"	"K02472"	0.0482164868245259	-1.37602006890531	4.1594189582294	-0.33082026185	0.740780255101383	NA	"K02472"	"Metabolism"	"Carbohydrate metabolism"	" Amino sugar and nucleotide sugar metabolism"	0.0526315789473684	"K02472_Metabolism_Carbohydrate metabolism_ Amino sugar and nucleotide sugar metabolism"	NA	19
"1052"	"K02474"	1.36037989868638	3.38187612048506	3.38974936956423	0.997677335926409	0.318435846655161	NA	"K02474"	"Metabolism"	"Carbohydrate metabolism"	" Amino sugar and nucleotide sugar metabolism"	1.42105263157895	"K02474_Metabolism_Carbohydrate metabolism_ Amino sugar and nucleotide sugar metabolism"	NA	19
"1058"	"K02492"	1.92851753859548	3.88594398394138	3.27572973467711	1.186283453975	0.235510378630351	NA	"K02492"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"	2.10526315789474	"K02492_Metabolism_Metabolism of cofactors and vitamins_ Porphyrin and chlorophyll metabolism"	NA	19
"1061"	"K02495"	10.4573318395795	6.32484518389492	0.820605194161294	7.70753735035674	1.28268772846714e-14	1.00884407850075e-13	"K02495"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"	11.7368421052632	"K02495_Metabolism_Metabolism of cofactors and vitamins_ Porphyrin and chlorophyll metabolism"	12.9961759507892	19
"1062"	"K02496"	0.519389137688231	1.99310415128361	4.012745691508	0.496693362727056	0.619405303643714	NA	"K02496"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Porphyrin and chlorophyll metabolism"	0.578947368421053	"K02496_Metabolism_Metabolism of cofactors and vitamins_ Porphyrin and chlorophyll metabolism"	NA	19
"1065"	"K02500"	1.77429425039796	3.76654305179377	3.29781166508617	1.14213406777289	0.253398296540181	NA	"K02500"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	2.15789473684211	"K02500_Metabolism_Overview_ Biosynthesis of amino acids"	NA	19
"1066"	"K02501"	0.591979875623191	2.18279201993678	4.00984603308258	0.544358063109659	0.586195098408529	NA	"K02501"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	0.684210526315789	"K02501_Metabolism_Overview_ Biosynthesis of amino acids"	NA	19
"1067"	"K02502"	0.359215973763683	1.45893846419173	4.02327309525174	0.362624765868758	0.716885207300853	NA	"K02502"	"Metabolism"	"Overview"	" Biosynthesis of amino acids"	0.368421052631579	"K02502_Metabolism_Overview_ Biosynthesis of amino acids"	NA	19
"1073"	"K02509"	0	NA	NA	NA	NA	NA	"K02509"	"Metabolism"	"Amino acid metabolism"	" Tyrosine metabolism"	0	"K02509_Metabolism_Amino acid metabolism_ Tyrosine metabolism"	NA	19
"1074"	"K02517"	3.45466611806852	4.72726442525012	2.43911241969603	1.93810846399579	0.0526099910492882	0.080957299891063	"K02517"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Lipopolysaccharide biosynthesis"	3.89473684210526	"K02517_Metabolism_Glycan biosynthesis and metabolism_ Lipopolysaccharide biosynthesis"	1.09174398496533	19
"1079"	"K02523"	3.32536998568181	4.67192742177494	2.51193989165795	1.85988822315781	0.0629013418811106	0.0902101733779748	"K02523"	"Metabolism"	"Metabolism of terpenoids and polyketides"	" Terpenoid backbone biosynthesis"	3.63157894736842	"K02523_Metabolism_Metabolism of terpenoids and polyketides_ Terpenoid backbone biosynthesis"	1.04474448249381	19
"1082"	"K02527"	2.32381597974832	4.1548823796638	3.12253261863876	1.33061296297205	0.183316394922213	NA	"K02527"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Lipopolysaccharide biosynthesis"	2.52631578947368	"K02527_Metabolism_Glycan biosynthesis and metabolism_ Lipopolysaccharide biosynthesis"	NA	19
"1089"	"K02535"	0.0395078735506145	-1.3760200689053	4.1594189582294	-0.33082026185	0.740780255101384	NA	"K02535"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Lipopolysaccharide biosynthesis"	0.0526315789473684	"K02535_Metabolism_Glycan biosynthesis and metabolism_ Lipopolysaccharide biosynthesis"	NA	19
"1090"	"K02536"	4.98509075581841	5.25646712505081	2.99015605636187	1.75792400997504	0.0787604399061444	0.0999380229794995	"K02536"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Lipopolysaccharide biosynthesis"	5.89473684210526	"K02536_Metabolism_Glycan biosynthesis and metabolism_ Lipopolysaccharide biosynthesis"	1.0002692462241	19
"1091"	"K02548"	1.80442684206009	3.7898333198011	3.28740674109334	1.15283371309893	0.248978643865868	NA	"K02548"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Ubiquinone and other terpenoid-quinone biosynthesis"	1.94736842105263	"K02548_Metabolism_Metabolism of cofactors and vitamins_ Ubiquinone and other terpenoid-quinone biosynthesis"	NA	19
"1092"	"K02549"	0.897554221064348	2.78260346788318	3.53097402073352	0.788055491641688	0.430664247875897	NA	"K02549"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Ubiquinone and other terpenoid-quinone biosynthesis"	1	"K02549_Metabolism_Metabolism of cofactors and vitamins_ Ubiquinone and other terpenoid-quinone biosynthesis"	NA	19
"1093"	"K02551"	1.67794632917736	3.684779509018	3.71319411079814	0.992347665936044	0.321027958733954	NA	"K02551"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Ubiquinone and other terpenoid-quinone biosynthesis"	1.73684210526316	"K02551_Metabolism_Metabolism of cofactors and vitamins_ Ubiquinone and other terpenoid-quinone biosynthesis"	NA	19
"1094"	"K02552"	0.543763388798665	2.06035066014895	4.01167410605307	0.513588742674824	0.607539551786537	NA	"K02552"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Ubiquinone and other terpenoid-quinone biosynthesis"	0.631578947368421	"K02552_Metabolism_Metabolism of cofactors and vitamins_ Ubiquinone and other terpenoid-quinone biosynthesis"	NA	19
"1096"	"K02556"	0.302680954676036	1.2171182207425	4.02946749654871	0.302054358742186	0.762610624720504	NA	"K02556"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"	0.368421052631579	"K02556_Environmental Information Processing_Signal transduction_ Two-component system"	NA	19
