""	"Gene.symbol"	"baseMean"	"logFC"	"lfcSE"	"stat"	"pvalue"	"adj.P.Val"	"KO_Number"	"KO_Class"	"KO_Subclass_1"	"KO_Subclass_2"	"abundance"	"path"
"3128"	"K06860"	1.39828352042728	4.0850283256579	4.51996887823281	0.903773551479638	0.366115488887772	1	"K06860"	NA	NA	NA	3.70588235294118	"K06860_NA_NA_NA"
"3129"	"K06861"	5.68835554522254	1.56932799801466	2.73302264494007	0.574209657911222	0.565825934603225	1	"K06861"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"	4.17647058823529	"K06861_Environmental Information Processing_Membrane transport_ ABC transporters"
"3130"	"K06864"	0	NA	NA	NA	NA	NA	"K06864"	NA	NA	NA	0	"K06864_NA_NA_NA"
"3131"	"K06866"	11.5720363918717	1.35266140893787	3.59964034686415	0.375776821736163	0.707082820613997	1	"K06866"	NA	NA	NA	9.70588235294118	"K06866_NA_NA_NA"
"3132"	"K06867"	2.40326253185685	-1.74069150277147	3.45178828484251	-0.504286867886767	0.61405980427948	1	"K06867"	NA	NA	NA	2.52941176470588	"K06867_NA_NA_NA"
"3133"	"K06871"	2.95612495682353	2.28909423608854	3.16376697614718	0.723534398502443	0.469351628547465	1	"K06871"	NA	NA	NA	2.82352941176471	"K06871_NA_NA_NA"
"3134"	"K06872"	13.2493790926836	3.10078516458872	2.12455496554748	1.45949867848662	0.144427904095711	1	"K06872"	NA	NA	NA	18.7058823529412	"K06872_NA_NA_NA"
"3135"	"K06874"	0	0	0	0	1	NA	"K06874"	NA	NA	NA	1.41176470588235	"K06874_NA_NA_NA"
"3136"	"K06877"	0.539439243289675	-1.62950881736646	4.48513065366441	-0.363313567250294	0.716370659591213	1	"K06877"	NA	NA	NA	0.294117647058824	"K06877_NA_NA_NA"
"3137"	"K06878"	53.3493751247502	5.67673987135368	2.77279629916361	2.04729783903203	0.0406288499558982	1	"K06878"	NA	NA	NA	91	"K06878_NA_NA_NA"
"3138"	"K06879"	3.76539741322755	-0.499292012721682	3.59688232877553	-0.138812440075473	0.889598363402723	1	"K06879"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Folate biosynthesis"	1.82352941176471	"K06879_Metabolism_Metabolism of cofactors and vitamins_ Folate biosynthesis"
"3139"	"K06880"	0	NA	NA	NA	NA	NA	"K06880"	NA	NA	NA	0	"K06880_NA_NA_NA"
"3140"	"K06881"	36.9693940258365	3.72386984875062	3.15426251298655	1.18058336407288	0.237768275564175	1	"K06881"	"Metabolism"	"Energy metabolism"	" Sulfur metabolism"	44.2941176470588	"K06881_Metabolism_Energy metabolism_ Sulfur metabolism"
"3141"	"K06883"	4.39613281363035	-4.96737813755907	4.71639842251424	-1.05321427338427	0.29224279818584	1	"K06883"	NA	NA	NA	0.588235294117647	"K06883_NA_NA_NA"
"3142"	"K06884"	14.4515184798858	0.64902620022346	2.72018417987413	0.23859641748725	0.811418543342128	1	"K06884"	NA	NA	NA	4.64705882352941	"K06884_NA_NA_NA"
"3143"	"K06885"	1.35180646352939	4.0291467325264	4.23005531620644	0.952504502030908	0.340841183812725	1	"K06885"	NA	NA	NA	1.82352941176471	"K06885_NA_NA_NA"
"3144"	"K06886"	3.16049892236825	-4.58443666877711	4.43077435450273	-1.03468069054752	0.300818056658545	1	"K06886"	NA	NA	NA	0.941176470588235	"K06886_NA_NA_NA"
"3145"	"K06887"	0	NA	NA	NA	NA	NA	"K06887"	NA	NA	NA	0	"K06887_NA_NA_NA"
"3146"	"K06888"	0.406037817601555	-2.53246379940378	4.73360620833677	-0.534996720881351	0.592652124770638	1	"K06888"	NA	NA	NA	0.117647058823529	"K06888_NA_NA_NA"
"3147"	"K06889"	10.7166205585562	-0.317141703809002	2.44675537950816	-0.129617250038601	0.896869254826517	1	"K06889"	NA	NA	NA	5.29411764705882	"K06889_NA_NA_NA"
"3148"	"K06890"	178.850945670406	4.04108570743788	2.60684052527926	1.55018524081176	0.121097061257259	1	"K06890"	NA	NA	NA	264.117647058824	"K06890_NA_NA_NA"
"3149"	"K06891"	15.9716401453461	0.891113299537411	3.14636316080658	0.283220103336377	0.777008118756749	1	"K06891"	NA	NA	NA	11.3529411764706	"K06891_NA_NA_NA"
"3150"	"K06893"	1.15413877876538	3.80937978907039	4.52235750848413	0.842343795669368	0.399595543283228	1	"K06893"	NA	NA	NA	3.41176470588235	"K06893_NA_NA_NA"
"3151"	"K06894"	1.05410525120629	-0.561498609672978	3.59642402861839	-0.156126920853847	0.875932978786987	1	"K06894"	NA	NA	NA	0.294117647058824	"K06894_NA_NA_NA"
"3152"	"K06895"	6.85028150635248	2.20223475955638	2.93017222635818	0.751571781257879	0.452308618549361	1	"K06895"	NA	NA	NA	6.52941176470588	"K06895_NA_NA_NA"
"3153"	"K06896"	89.1463874486852	4.61044094748753	4.34605324243114	1.06083397747527	0.28876535792469	1	"K06896"	"Metabolism"	"Carbohydrate metabolism"	" Starch and sucrose metabolism"	135.823529411765	"K06896_Metabolism_Carbohydrate metabolism_ Starch and sucrose metabolism"
"3154"	"K06897"	0	NA	NA	NA	NA	NA	"K06897"	NA	NA	NA	0	"K06897_NA_NA_NA"
"3155"	"K06898"	16.5549024662924	7.1917234710055	3.05539200152794	2.35378094444479	0.0185835588344375	1	"K06898"	NA	NA	NA	32.0588235294118	"K06898_NA_NA_NA"
"3156"	"K06899"	0.155364835603032	0.956423404972564	4.60537132764934	0.207675632848642	0.835482245029789	1	"K06899"	NA	NA	NA	0.411764705882353	"K06899_NA_NA_NA"
"3157"	"K06901"	28.6874217262867	1.7561360378949	1.75674674515547	0.999652364655148	0.317478772257681	1	"K06901"	NA	NA	NA	23.8235294117647	"K06901_NA_NA_NA"
"3158"	"K06902"	5.35548897297048	4.39933516473061	2.69172300362815	1.63439371688721	0.102176206692587	1	"K06902"	"Cellular Processes"	"Transport and catabolism"	" Autophagy - yeast"	10.9411764705882	"K06902_Cellular Processes_Transport and catabolism_ Autophagy - yeast"
"3159"	"K06903"	1.38271827853611	-3.60853442590045	4.72863704706825	-0.763123578735596	0.44538969934703	1	"K06903"	NA	NA	NA	0.411764705882353	"K06903_NA_NA_NA"
"3160"	"K06904"	0	NA	NA	NA	NA	NA	"K06904"	NA	NA	NA	0	"K06904_NA_NA_NA"
"3161"	"K06905"	0.773607236476859	-2.72347362573746	4.73313098426302	-0.575406350424829	0.565016510283768	1	"K06905"	NA	NA	NA	0.176470588235294	"K06905_NA_NA_NA"
"3162"	"K06906"	0	0	0	0	1	NA	"K06906"	NA	NA	NA	1.17647058823529	"K06906_NA_NA_NA"
"3163"	"K06907"	0.395062365296031	-2.53246379940378	4.73360620833677	-0.534996720881351	0.592652124770638	1	"K06907"	NA	NA	NA	0.117647058823529	"K06907_NA_NA_NA"
"3164"	"K06908"	2.76543655707222	-4.41162263438283	4.72097515752684	-0.934472749205046	0.350060086496211	1	"K06908"	NA	NA	NA	0.823529411764706	"K06908_NA_NA_NA"
"3165"	"K06909"	1.12678754385346	-3.44040481378182	4.73066792012575	-0.727255616304255	0.467069381747344	1	"K06909"	NA	NA	NA	0.647058823529412	"K06909_NA_NA_NA"
"3166"	"K06910"	5.56506483162084	1.29274119731681	3.49662535246564	0.369711097703173	0.711597762031591	1	"K06910"	NA	NA	NA	5.17647058823529	"K06910_NA_NA_NA"
"3167"	"K06911"	15.893178646469	-3.09871274023402	2.00798477117065	-1.54319533928909	0.122783387805106	1	"K06911"	NA	NA	NA	5.23529411764706	"K06911_NA_NA_NA"
"3168"	"K06915"	5.79382490299771	2.78604885964917	2.45678755193348	1.13402107457625	0.256785708014529	1	"K06915"	NA	NA	NA	5.41176470588235	"K06915_NA_NA_NA"
"3169"	"K06916"	2.16676781779005	2.74740696662824	3.15726686689857	0.870185221095059	0.38419919109764	1	"K06916"	NA	NA	NA	1.88235294117647	"K06916_NA_NA_NA"
"3170"	"K06917"	0	NA	NA	NA	NA	NA	"K06917"	NA	NA	NA	0	"K06917_NA_NA_NA"
"3171"	"K06918"	1.24664384624204	-0.486961665821854	3.82255207656509	-0.127391767611818	0.898630331649408	1	"K06918"	NA	NA	NA	0.764705882352941	"K06918_NA_NA_NA"
"3172"	"K06919"	0	NA	NA	NA	NA	NA	"K06919"	NA	NA	NA	0	"K06919_NA_NA_NA"
"3173"	"K06920"	47.2277239044487	3.50205751196658	2.76404947870366	1.26700246828036	0.205154407319988	1	"K06920"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Folate biosynthesis"	61.2352941176471	"K06920_Metabolism_Metabolism of cofactors and vitamins_ Folate biosynthesis"
"3174"	"K06921"	0	NA	NA	NA	NA	NA	"K06921"	NA	NA	NA	0	"K06921_NA_NA_NA"
"3175"	"K06923"	0.213142056084627	-2.52704512042409	4.73362046578412	-0.533850387602945	0.593445049274913	1	"K06923"	NA	NA	NA	0.117647058823529	"K06923_NA_NA_NA"
"3176"	"K06925"	36.0647301738226	2.80754170384806	2.52708096125888	1.11098209629559	0.266576055816185	1	"K06925"	NA	NA	NA	38.7058823529412	"K06925_NA_NA_NA"
"3177"	"K06926"	0.133169859088313	0.741052396032517	4.62037899206243	0.16038779444405	0.872575603777061	1	"K06926"	NA	NA	NA	0.352941176470588	"K06926_NA_NA_NA"
"3178"	"K06927"	0.439613281363035	-2.3336443225581	4.73374986658587	-0.492980066190358	0.622026672283503	1	"K06927"	NA	NA	NA	0.0588235294117647	"K06927_NA_NA_NA"
"3179"	"K06929"	13.8567864986236	6.92765256639312	3.1074902455545	2.22934008443104	0.0257912854958112	1	"K06929"	NA	NA	NA	37.1176470588235	"K06929_NA_NA_NA"
"3180"	"K06934"	0	NA	NA	NA	NA	NA	"K06934"	NA	NA	NA	0	"K06934_NA_NA_NA"
"3181"	"K06938"	0	NA	NA	NA	NA	NA	"K06938"	NA	NA	NA	0	"K06938_NA_NA_NA"
"3182"	"K06940"	45.2616988084566	3.44899489215557	2.47554279680366	1.39322773842117	0.163550934278003	1	"K06940"	NA	NA	NA	55.0588235294118	"K06940_NA_NA_NA"
"3183"	"K06941"	160.147386101965	5.57101631364504	2.36763526441597	2.35298755571596	0.0186232573324662	1	"K06941"	NA	NA	NA	288.823529411765	"K06941_NA_NA_NA"
"3184"	"K06942"	155.684459477379	4.56188720760526	1.92236080696528	2.37306503080805	0.0176411576352489	1	"K06942"	NA	NA	NA	243.588235294118	"K06942_NA_NA_NA"
"3185"	"K06943"	1.77170397708215	-3.80422528249892	3.87298105965218	-0.982247324194394	0.325978018385089	1	"K06943"	"Genetic Information Processing"	"Translation"	" Ribosome biogenesis in eukaryotes"	0.764705882352941	"K06943_Genetic Information Processing_Translation_ Ribosome biogenesis in eukaryotes"
"3186"	"K06945"	0	NA	NA	NA	NA	NA	"K06945"	NA	NA	NA	0	"K06945_NA_NA_NA"
"3187"	"K06946"	0.745997196296194	-3.14630444116729	4.73174838069306	-0.664934858752242	0.506092158671433	1	"K06946"	NA	NA	NA	0.411764705882353	"K06946_NA_NA_NA"
"3188"	"K06947"	1.03220682930708	-2.98811805480466	4.67812230076063	-0.638743038915168	0.522990109183571	1	"K06947"	NA	NA	NA	0.235294117647059	"K06947_NA_NA_NA"
"3189"	"K06948"	87.2833956588109	7.79639019831036	2.9550963696628	2.63828627666717	0.00833262058329216	1	"K06948"	NA	NA	NA	170.294117647059	"K06948_NA_NA_NA"
"3190"	"K06949"	69.3458375667885	6.13563451470503	2.56262720384352	2.39427510388658	0.0166532527717821	1	"K06949"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Thiamine metabolism"	134.411764705882	"K06949_Metabolism_Metabolism of cofactors and vitamins_ Thiamine metabolism"
"3191"	"K06950"	75.057560660204	8.96191357163115	3.1028107457564	2.88832104371433	0.00387304344873055	1	"K06950"	NA	NA	NA	145.176470588235	"K06950_NA_NA_NA"
"3192"	"K06952"	0	NA	NA	NA	NA	NA	"K06952"	NA	NA	NA	0	"K06952_NA_NA_NA"
"3193"	"K06956"	1.84569826185297	1.04323579908222	3.66234895089616	0.28485428698075	0.77575577930876	1	"K06956"	NA	NA	NA	1.17647058823529	"K06956_NA_NA_NA"
"3194"	"K06957"	0.758047790897479	-1.53026899246899	4.32648681054087	-0.353697829088653	0.723565349707406	1	"K06957"	NA	NA	NA	0.235294117647059	"K06957_NA_NA_NA"
"3195"	"K06958"	70.5485551499105	4.63305850517894	2.57225490334194	1.80116616714756	0.0716766932328439	1	"K06958"	NA	NA	NA	118	"K06958_NA_NA_NA"
"3196"	"K06959"	13.2898036322921	4.11823268298677	3.10716493007093	1.32539880427035	0.185038913400696	1	"K06959"	NA	NA	NA	8.82352941176471	"K06959_NA_NA_NA"
"3197"	"K06960"	134.932741260756	7.16488414566969	4.48679025507441	1.59688412837361	0.110291538334007	1	"K06960"	NA	NA	NA	248.941176470588	"K06960_NA_NA_NA"
"3198"	"K06961"	0	NA	NA	NA	NA	NA	"K06961"	NA	NA	NA	0	"K06961_NA_NA_NA"
"3199"	"K06962"	0.688044271956283	3.06770023401599	4.53155152943344	0.676964658592226	0.498428377909014	1	"K06962"	NA	NA	NA	1.82352941176471	"K06962_NA_NA_NA"
"3200"	"K06965"	0.439613281363035	-2.3336443225581	4.73374986658587	-0.492980066190358	0.622026672283503	1	"K06965"	"Genetic Information Processing"	"Translation"	" mRNA surveillance pathway"	0.0588235294117647	"K06965_Genetic Information Processing_Translation_ mRNA surveillance pathway"
"3201"	"K06966"	7.71470704599259	3.02658686110391	2.39930315154263	1.26144412353977	0.207148879615739	1	"K06966"	NA	NA	NA	9.64705882352941	"K06966_NA_NA_NA"
"3202"	"K06967"	0.310729671206063	1.93406675108025	4.55852629768334	0.424274562606592	0.671365588288375	1	"K06967"	NA	NA	NA	0.823529411764706	"K06967_NA_NA_NA"
"3203"	"K06968"	0.901072501913443	1.07496140995106	4.57707255178627	0.234857848065253	0.814319066908103	1	"K06968"	NA	NA	NA	0.235294117647059	"K06968_NA_NA_NA"
"3204"	"K06969"	5.57805151799388	3.39115826502095	2.62768478551457	1.29054987253993	0.196859807588637	1	"K06969"	NA	NA	NA	6.35294117647059	"K06969_NA_NA_NA"
"3205"	"K06970"	1.02416102407096	0.614043048467267	4.20067823234913	0.146177120575093	0.883781566672873	1	"K06970"	NA	NA	NA	0.352941176470588	"K06970_NA_NA_NA"
"3206"	"K06971"	0.896695758634376	-3.14570615321234	4.73175009997282	-0.664808175991883	0.506173192571878	1	"K06971"	NA	NA	NA	0.294117647058824	"K06971_NA_NA_NA"
"3207"	"K06972"	0.221949765147188	1.45783071506845	4.57760867668399	0.318469930051884	0.750128500535122	1	"K06972"	NA	NA	NA	0.588235294117647	"K06972_NA_NA_NA"
"3208"	"K06973"	9.98556126354334	5.42283971169712	3.34522205164171	1.62107017949251	0.105002588556272	1	"K06973"	NA	NA	NA	10.7647058823529	"K06973_NA_NA_NA"
"3209"	"K06975"	0	NA	NA	NA	NA	NA	"K06975"	NA	NA	NA	0	"K06975_NA_NA_NA"
"3210"	"K06976"	0.199754788632469	1.30930734337977	4.58490275851368	0.285569272096017	0.775208041088332	1	"K06976"	NA	NA	NA	0.529411764705882	"K06976_NA_NA_NA"
"3211"	"K06978"	0.994995193110874	-3.26863892910281	4.73125577702384	-0.690860753074509	0.48965305209576	1	"K06978"	NA	NA	NA	0.352941176470588	"K06978_NA_NA_NA"
"3212"	"K06980"	3.54135131976159	1.57064613925606	3.20293084305067	0.490377787164483	0.623866592038828	1	"K06980"	NA	NA	NA	2.41176470588235	"K06980_NA_NA_NA"
"3213"	"K06985"	0	NA	NA	NA	NA	NA	"K06985"	"Cellular Processes"	"Cell growth and death"	" Cell cycle - Caulobacter"	0	"K06985_Cellular Processes_Cell growth and death_ Cell cycle - Caulobacter"
"3214"	"K06986"	0	NA	NA	NA	NA	NA	"K06986"	NA	NA	NA	0	"K06986_NA_NA_NA"
"3215"	"K06988"	0	NA	NA	NA	NA	NA	"K06988"	NA	NA	NA	0	"K06988_NA_NA_NA"
"3216"	"K06989"	0	NA	NA	NA	NA	NA	"K06989"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Nicotinate and nicotinamide metabolism"	0	"K06989_Metabolism_Metabolism of cofactors and vitamins_ Nicotinate and nicotinamide metabolism"
"3217"	"K06990"	0.426284112169254	-2.82041116368104	4.73278350370166	-0.595930737477238	0.551221498173653	1	"K06990"	NA	NA	NA	0.235294117647059	"K06990_NA_NA_NA"
"3218"	"K06991"	0	NA	NA	NA	NA	NA	"K06991"	NA	NA	NA	0	"K06991_NA_NA_NA"
"3219"	"K06992"	0.531049286865288	-2.53246379940378	4.73360620833677	-0.534996720881351	0.592652124770638	1	"K06992"	NA	NA	NA	0.117647058823529	"K06992_NA_NA_NA"
"3220"	"K06994"	2.27959003302422	2.78358932342491	3.41737157026354	0.814541019667417	0.415335083075337	1	"K06994"	NA	NA	NA	2.17647058823529	"K06994_NA_NA_NA"
"3221"	"K06995"	0	NA	NA	NA	NA	NA	"K06995"	NA	NA	NA	0	"K06995_NA_NA_NA"
"3222"	"K06996"	1.86864894336675	-3.95641784883681	4.54881584708914	-0.869768744621435	0.384426795408904	1	"K06996"	NA	NA	NA	0.705882352941177	"K06996_NA_NA_NA"
"3223"	"K06997"	272.399412164825	6.55403689813505	3.14786309857452	2.08205906448187	0.0373370750334686	1	"K06997"	NA	NA	NA	521.823529411765	"K06997_NA_NA_NA"
"3224"	"K06999"	3.73514744365074	2.25799592547554	3.13365089052967	0.720563969745167	0.471177828472869	1	"K06999"	NA	NA	NA	4	"K06999_NA_NA_NA"
"3225"	"K07000"	5.27657558236136	0.803577886606319	3.27944623067067	0.245034627825559	0.806429619361029	1	"K07000"	NA	NA	NA	2.11764705882353	"K07000_NA_NA_NA"
"3226"	"K07001"	0.424529686680207	-1.31047346515406	4.67770048425304	-0.280153350896584	0.779359854677058	1	"K07001"	NA	NA	NA	0.176470588235294	"K07001_NA_NA_NA"
"3227"	"K07002"	0	NA	NA	NA	NA	NA	"K07002"	NA	NA	NA	0	"K07002_NA_NA_NA"
"3228"	"K07003"	0	NA	NA	NA	NA	NA	"K07003"	NA	NA	NA	0	"K07003_NA_NA_NA"
"3229"	"K07004"	2.79054609842878	3.56434361665917	3.02090044659501	1.17989443203158	0.238042204676621	1	"K07004"	NA	NA	NA	3.35294117647059	"K07004_NA_NA_NA"
"3230"	"K07005"	0	NA	NA	NA	NA	NA	"K07005"	NA	NA	NA	0	"K07005_NA_NA_NA"
"3231"	"K07006"	41.282656317377	24.670040345353	4.5089584247902	5.47133905908677	4.46647845504675e-08	0.000218902109081841	"K07006"	NA	NA	NA	109.411764705882	"K07006_NA_NA_NA"
"3232"	"K07007"	34.3666971313289	3.63384081509338	2.38271664624253	1.52508306886756	0.127238379659876	1	"K07007"	NA	NA	NA	52.4705882352941	"K07007_NA_NA_NA"
"3233"	"K07008"	7.51645001432432	-3.96523421063269	2.94760175685351	-1.34524082210668	0.178547477247974	1	"K07008"	"Metabolism"	"Amino acid metabolism"	" Histidine metabolism"	2.82352941176471	"K07008_Metabolism_Amino acid metabolism_ Histidine metabolism"
"3234"	"K07009"	12.7787963035054	4.02006125974356	3.67238763904868	1.09467236437626	0.273660200004325	1	"K07009"	NA	NA	NA	10.6470588235294	"K07009_NA_NA_NA"
"3235"	"K07010"	16.4990131480604	5.94605323461781	3.01667544188795	1.97106163694446	0.0487168260894033	1	"K07010"	NA	NA	NA	27.5294117647059	"K07010_NA_NA_NA"
"3236"	"K07011"	0.266339718176626	1.7155485615154	4.56653557560358	0.375678352464963	0.707156033216328	1	"K07011"	NA	NA	NA	0.705882352941177	"K07011_NA_NA_NA"
"3237"	"K07012"	0.361162888401356	2.13404799419509	4.55215583291086	0.468799415601395	0.639213017714634	1	"K07012"	NA	NA	NA	0.705882352941177	"K07012_NA_NA_NA"
"3238"	"K07014"	2.08407934925471	0.328627671515895	3.35536939472297	0.0979408323961981	0.921979276268724	1	"K07014"	NA	NA	NA	0.823529411764706	"K07014_NA_NA_NA"
"3239"	"K07015"	1.22072370830953	3.88992718654942	4.52161215960344	0.860296515765426	0.389625613033405	1	"K07015"	NA	NA	NA	3.23529411764706	"K07015_NA_NA_NA"
"3240"	"K07016"	5.24371812498915	4.31802205653874	3.58301581438829	1.20513619817107	0.228150727720115	1	"K07016"	NA	NA	NA	9.23529411764706	"K07016_NA_NA_NA"
"3241"	"K07017"	1.85664340503933	1.81787931817398	3.87112513336696	0.469599730193391	0.638641017482445	1	"K07017"	NA	NA	NA	1.11764705882353	"K07017_NA_NA_NA"
"3242"	"K07018"	0.266339718176626	1.7155485615154	4.56653557560358	0.375678352464963	0.707156033216328	1	"K07018"	NA	NA	NA	0.705882352941177	"K07018_NA_NA_NA"
"3243"	"K07019"	5.89984187906658	-5.40505188482281	3.47935561055774	-1.55346348284198	0.120312446812283	1	"K07019"	NA	NA	NA	1.47058823529412	"K07019_NA_NA_NA"
"3244"	"K07023"	1.86031284321922	4.49455009768872	4.06299861939024	1.10621501967511	0.268633463392118	1	"K07023"	NA	NA	NA	4.17647058823529	"K07023_NA_NA_NA"
"3245"	"K07024"	204.724874410203	5.30035350824719	2.71443896187191	1.95265157282889	0.0508608956505435	1	"K07024"	"Metabolism"	"Carbohydrate metabolism"	" Starch and sucrose metabolism"	383.176470588235	"K07024_Metabolism_Carbohydrate metabolism_ Starch and sucrose metabolism"
"3246"	"K07025"	82.1754405886412	3.74063748048671	1.81631591276316	2.05946413517684	0.0394497973231338	1	"K07025"	NA	NA	NA	114.941176470588	"K07025_NA_NA_NA"
"3247"	"K07027"	9.00201951706503	-2.29726750402887	3.14849391946802	-0.729640127244401	0.465610187450406	1	"K07027"	NA	NA	NA	2.82352941176471	"K07027_NA_NA_NA"
"3248"	"K07029"	0.288534694691344	1.82894819270671	4.56223341134431	0.400888781393539	0.688502009918131	1	"K07029"	"Metabolism"	"Lipid metabolism"	" Glycerolipid metabolism"	0.764705882352941	"K07029_Metabolism_Lipid metabolism_ Glycerolipid metabolism"
"3249"	"K07030"	143.331818666183	4.85519124980994	3.32090539578512	1.46200829929456	0.143738935620593	1	"K07030"	NA	NA	NA	266.647058823529	"K07030_NA_NA_NA"
"3250"	"K07031"	0	NA	NA	NA	NA	NA	"K07031"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Lipopolysaccharide biosynthesis"	0	"K07031_Metabolism_Glycan biosynthesis and metabolism_ Lipopolysaccharide biosynthesis"
"3251"	"K07032"	0	NA	NA	NA	NA	NA	"K07032"	NA	NA	NA	0	"K07032_NA_NA_NA"
"3252"	"K07033"	0	NA	NA	NA	NA	NA	"K07033"	NA	NA	NA	0	"K07033_NA_NA_NA"
"3253"	"K07034"	4.59777786527401	0.8422676264239	3.65322359666778	0.230554633226435	0.817660815500472	1	"K07034"	NA	NA	NA	19.0588235294118	"K07034_NA_NA_NA"
"3254"	"K07035"	1.56771296451073	4.24498946741704	4.14498120774778	1.02412755442228	0.305775031181192	1	"K07035"	NA	NA	NA	2.64705882352941	"K07035_NA_NA_NA"
"3255"	"K07037"	0	NA	NA	NA	NA	NA	"K07037"	NA	NA	NA	0	"K07037_NA_NA_NA"
"3256"	"K07038"	8.79105566059076	-5.98321114352363	3.51849489256594	-1.70050300660242	0.0890363513488105	1	"K07038"	NA	NA	NA	2.88235294117647	"K07038_NA_NA_NA"
"3257"	"K07039"	1.02435231259406	-3.36284564027426	4.73116589993973	-0.710785821380117	0.477216968144468	1	"K07039"	NA	NA	NA	0.588235294117647	"K07039_NA_NA_NA"
"3258"	"K07040"	93.5010846058177	4.13142065857758	2.66063279097105	1.55279626433144	0.120471815461284	1	"K07040"	NA	NA	NA	135.176470588235	"K07040_NA_NA_NA"
"3259"	"K07042"	94.6809883223173	5.03908850336132	2.42379398736346	2.07900858308618	0.0376165615734072	1	"K07042"	NA	NA	NA	159.176470588235	"K07042_NA_NA_NA"
"3260"	"K07043"	3.96523901995155	0.857713079971288	2.9584561006011	0.289919150666802	0.771878090423239	1	"K07043"	NA	NA	NA	2.41176470588235	"K07043_NA_NA_NA"
"3261"	"K07045"	0	NA	NA	NA	NA	NA	"K07045"	NA	NA	NA	0	"K07045_NA_NA_NA"
"3262"	"K07047"	8.47735866478773	-1.00724865378532	3.10720183436556	-0.324165827480268	0.74581249205673	1	"K07047"	NA	NA	NA	3.11764705882353	"K07047_NA_NA_NA"
"3263"	"K07048"	0.508905738207801	-2.72347362573746	4.73313098426302	-0.575406350424829	0.565016510283768	1	"K07048"	NA	NA	NA	0.176470588235294	"K07048_NA_NA_NA"
"3264"	"K07052"	126.642788779101	5.66196211977041	3.19426215669225	1.77254146404612	0.0763047187277581	1	"K07052"	NA	NA	NA	249.941176470588	"K07052_NA_NA_NA"
"3265"	"K07053"	1.19814880514756	3.13413034326388	3.95153093331642	0.793143314870493	0.427694329060993	1	"K07053"	NA	NA	NA	1.88235294117647	"K07053_NA_NA_NA"
"3266"	"K07054"	16.4326571202668	4.36421010126238	2.80747030686331	1.55449911281105	0.120065408123307	1	"K07054"	NA	NA	NA	24.5294117647059	"K07054_NA_NA_NA"
"3267"	"K07055"	0.197531182648016	-2.3336443225581	4.73374986658587	-0.492980066190358	0.622026672283503	1	"K07055"	NA	NA	NA	0.0588235294117647	"K07055_NA_NA_NA"
"3268"	"K07056"	31.1774661441837	6.14655574843923	2.52035145733883	2.43876929566372	0.0147373734920117	1	"K07056"	NA	NA	NA	62.7058823529412	"K07056_NA_NA_NA"
"3269"	"K07058"	39.9433995727408	6.10074727348639	2.82162347093139	2.16214081585896	0.0306073237788229	1	"K07058"	NA	NA	NA	83.7647058823529	"K07058_NA_NA_NA"
"3270"	"K07059"	0	NA	NA	NA	NA	NA	"K07059"	NA	NA	NA	0	"K07059_NA_NA_NA"
"3271"	"K07062"	13.0061472139055	7.297708492724	3.36106075442471	2.17125158571348	0.0299121598370194	1	"K07062"	NA	NA	NA	31.7058823529412	"K07062_NA_NA_NA"
"3272"	"K07067"	2.28354560935685	1.86945960030297	3.92105360679385	0.476774813041025	0.633522482848121	1	"K07067"	NA	NA	NA	2.41176470588235	"K07067_NA_NA_NA"
"3273"	"K07069"	2.66814483373818	-4.31578934601232	4.72185787974912	-0.914002381249481	0.36071559446066	1	"K07069"	NA	NA	NA	0.470588235294118	"K07069_NA_NA_NA"
"3274"	"K07070"	2.63344053598626	2.74686873087881	4.21990742538556	0.650931040419171	0.51509100299632	1	"K07070"	NA	NA	NA	1.05882352941176	"K07070_NA_NA_NA"
"3275"	"K07071"	4.54399540842863	-0.0962243532029103	3.29825565154971	-0.0291743161745811	0.97672556523569	1	"K07071"	NA	NA	NA	1.58823529411765	"K07071_NA_NA_NA"
"3276"	"K07074"	2.29311464057491	4.11818716240002	3.62170399376304	1.13708551816823	0.255502537303372	1	"K07074"	NA	NA	NA	2.35294117647059	"K07074_NA_NA_NA"
"3277"	"K07075"	2.21949765147188	4.74961905858275	4.4447914899422	1.06858084779237	0.285258582348785	1	"K07075"	NA	NA	NA	5.88235294117647	"K07075_NA_NA_NA"
"3278"	"K07076"	0	NA	NA	NA	NA	NA	"K07076"	NA	NA	NA	0	"K07076_NA_NA_NA"
"3279"	"K07077"	0	NA	NA	NA	NA	NA	"K07077"	NA	NA	NA	0	"K07077_NA_NA_NA"
"3280"	"K07078"	0.665849295441564	3.020767064579	4.5323052737706	0.666496822723043	0.505093593855041	1	"K07078"	NA	NA	NA	1.76470588235294	"K07078_NA_NA_NA"
"3281"	"K07079"	0	NA	NA	NA	NA	NA	"K07079"	NA	NA	NA	0	"K07079_NA_NA_NA"
"3282"	"K07080"	0	NA	NA	NA	NA	NA	"K07080"	NA	NA	NA	0	"K07080_NA_NA_NA"
