""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"gs"	"ko"
"K02967|g__Haemophilus.s__Haemophilus_parainfluenzae"	1.35130964538023	3.37300567357144	3.28599398930818	1.02647956281916	0.304665592088576	0.98373034632542	"g__Haemophilus.s__Haemophilus_parainfluenzae"	"K02967"
"K02967|g__Porphyromonas.s__Porphyromonas_gingivalis"	0	NA	NA	NA	NA	NA	"g__Porphyromonas.s__Porphyromonas_gingivalis"	"K02967"
"K02967|g__Prevotella.s__Prevotella_histicola"	2.18462010175129	4.06621698024531	3.16191310162641	1.28599896630738	0.198443422435906	0.98373034632542	"g__Prevotella.s__Prevotella_histicola"	"K02967"
"K02967|g__Prevotella.s__Prevotella_melaninogenica"	2.01395829486298	3.94848643819327	3.20185738677373	1.23318622950033	0.217506291801861	0.98373034632542	"g__Prevotella.s__Prevotella_melaninogenica"	"K02967"
"K02967|g__Rothia.s__Rothia_dentocariosa"	0.289298920947155	1.1485018824254	4.03142058644353	0.284887636454373	0.775730228348392	0.98373034632542	"g__Rothia.s__Rothia_dentocariosa"	"K02967"
"K02967|g__Rothia.s__Rothia_mucilaginosa"	1.26990408193167	3.28304712571065	3.72240788083605	0.881968669422999	0.377793750273325	0.98373034632542	"g__Rothia.s__Rothia_mucilaginosa"	"K02967"
"K02967|g__Streptococcus.s__Streptococcus_cristatus"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_cristatus"	"K02967"
"K02967|g__Streptococcus.s__Streptococcus_gordonii"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_gordonii"	"K02967"
"K02967|g__Streptococcus.s__Streptococcus_infantis"	1.05911733366795	3.02222492895105	3.346873480246	0.90299945510008	0.366526184132661	0.98373034632542	"g__Streptococcus.s__Streptococcus_infantis"	"K02967"
"K02967|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	2.1733797377445	4.05865214804124	3.16390623098847	1.28279786179796	0.199562903442766	0.98373034632542	"g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	"K02967"
"K02967|g__Streptococcus.s__Streptococcus_oligofermentans"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_oligofermentans"	"K02967"
"K02967|g__Streptococcus.s__Streptococcus_parasanguinis"	1.73400621482576	3.73291572944881	3.25605905591644	1.14645209602876	0.251608137554193	0.98373034632542	"g__Streptococcus.s__Streptococcus_parasanguinis"	"K02967"
"K02967|g__Streptococcus.s__Streptococcus_peroris"	0.158031494202458	0.287421378805321	4.06558565850011	0.07069618080839	0.943639560507098	0.98373034632542	"g__Streptococcus.s__Streptococcus_peroris"	"K02967"
"K02967|g__Streptococcus.s__Streptococcus_sanguinis"	0.0482164868245259	-1.37602006890531	4.1594189582294	-0.33082026185	0.740780255101383	0.98373034632542	"g__Streptococcus.s__Streptococcus_sanguinis"	"K02967"
"K02967|g__Streptococcus.s__Streptococcus_tigurinus"	0.144649460473578	0.147680268418433	4.07327435662149	0.0362559099851364	0.971078305541656	0.98373034632542	"g__Streptococcus.s__Streptococcus_tigurinus"	"K02967"
"K02967|g__Veillonella.s__Veillonella_atypica"	1.70031356378394	3.70480239563157	3.25539880533855	1.13804870529412	0.255100145237987	0.98373034632542	"g__Veillonella.s__Veillonella_atypica"	"K02967"
"K02967|g__Veillonella.s__Veillonella_dispar"	1.3143335225625	3.33329831416495	3.29326543002056	1.01215598468908	0.311463477660815	0.98373034632542	"g__Veillonella.s__Veillonella_dispar"	"K02967"
"K02967|g__Veillonella.s__Veillonella_parvula"	0.25407438684072	0.958275527736459	4.03734090570827	0.237353136660217	0.812382842505722	0.98373034632542	"g__Veillonella.s__Veillonella_parvula"	"K02967"
"K02968|g__Atopobium.s__Atopobium_parvulum"	0	NA	NA	NA	NA	NA	"g__Atopobium.s__Atopobium_parvulum"	"K02968"
"K02968|g__Campylobacter.s__Campylobacter_concisus"	0.530381355069785	2.02334313028482	4.01225768099424	0.504290424782347	0.614057305147998	0.98373034632542	"g__Campylobacter.s__Campylobacter_concisus"	"K02968"
"K02968|g__Haemophilus.s__Haemophilus_parainfluenzae"	0	NA	NA	NA	NA	NA	"g__Haemophilus.s__Haemophilus_parainfluenzae"	"K02968"
"K02968|g__Porphyromonas.s__Porphyromonas_gingivalis"	0	NA	NA	NA	NA	NA	"g__Porphyromonas.s__Porphyromonas_gingivalis"	"K02968"
"K02968|g__Prevotella.s__Prevotella_histicola"	0	NA	NA	NA	NA	NA	"g__Prevotella.s__Prevotella_histicola"	"K02968"
"K02968|g__Prevotella.s__Prevotella_melaninogenica"	3.06233883894194	4.55307724099577	2.96029140748715	1.53805035189447	0.12403630389381	0.98373034632542	"g__Prevotella.s__Prevotella_melaninogenica"	"K02968"
"K02968|g__Rothia.s__Rothia_dentocariosa"	0	NA	NA	NA	NA	NA	"g__Rothia.s__Rothia_dentocariosa"	"K02968"
"K02968|g__Rothia.s__Rothia_mucilaginosa"	0	NA	NA	NA	NA	NA	"g__Rothia.s__Rothia_mucilaginosa"	"K02968"
"K02968|g__Streptococcus.s__Streptococcus_anginosus"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_anginosus"	"K02968"
"K02968|g__Streptococcus.s__Streptococcus_gordonii"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_gordonii"	"K02968"
"K02968|g__Streptococcus.s__Streptococcus_infantis"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_infantis"	"K02968"
"K02968|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	0.964967964126545	2.88800583192533	3.75709942214514	0.768679640177425	0.442083514331409	0.98373034632542	"g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	"K02968"
"K02968|g__Streptococcus.s__Streptococcus_oligofermentans"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_oligofermentans"	"K02968"
"K02968|g__Streptococcus.s__Streptococcus_parasanguinis"	1.32657375423756	3.34678314110194	3.68990992956647	0.907009440605819	0.364401804913424	0.98373034632542	"g__Streptococcus.s__Streptococcus_parasanguinis"	"K02968"
"K02968|g__Streptococcus.s__Streptococcus_peroris"	0.395078735506145	1.60322297581374	4.02003843101059	0.398807872941331	0.69003477555223	0.98373034632542	"g__Streptococcus.s__Streptococcus_peroris"	"K02968"
"K02968|g__Streptococcus.s__Streptococcus_salivarius"	1.06076271013957	3.02356065026247	4.0007175505676	0.755754589531944	0.449796347635207	0.98373034632542	"g__Streptococcus.s__Streptococcus_salivarius"	"K02968"
"K02968|g__Streptococcus.s__Streptococcus_sanguinis"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_sanguinis"	"K02968"
"K02968|g__Streptococcus.s__Streptococcus_tigurinus"	0.530381355069785	2.02334313028482	4.01225768099424	0.504290424782347	0.614057305147998	0.98373034632542	"g__Streptococcus.s__Streptococcus_tigurinus"	"K02968"
"K02968|g__Veillonella.s__Veillonella_atypica"	0.838345516858269	2.68416563939145	3.83287983057641	0.700299972354674	0.483739989020654	0.98373034632542	"g__Veillonella.s__Veillonella_atypica"	"K02968"
"K02968|g__Veillonella.s__Veillonella_dispar"	0.701794883001123	2.4287627605937	3.9410031029941	0.616280347190921	0.537709507349884	0.98373034632542	"g__Veillonella.s__Veillonella_dispar"	"K02968"
"K02968|g__Veillonella.s__Veillonella_parvula"	0.158031494202458	0.287421378805321	4.06558565850011	0.07069618080839	0.943639560507098	0.98373034632542	"g__Veillonella.s__Veillonella_parvula"	"K02968"
"K02970|g__Granulicatella.s__Granulicatella_adiacens"	0	NA	NA	NA	NA	NA	"g__Granulicatella.s__Granulicatella_adiacens"	"K02970"
"K02970|g__Haemophilus.s__Haemophilus_parainfluenzae"	0	NA	NA	NA	NA	NA	"g__Haemophilus.s__Haemophilus_parainfluenzae"	"K02970"
"K02970|g__Megasphaera.s__Megasphaera_micronuciformis"	0	NA	NA	NA	NA	NA	"g__Megasphaera.s__Megasphaera_micronuciformis"	"K02970"
"K02970|g__Porphyromonas.s__Porphyromonas_gingivalis"	0	NA	NA	NA	NA	NA	"g__Porphyromonas.s__Porphyromonas_gingivalis"	"K02970"
"K02970|g__Prevotella.s__Prevotella_histicola"	4.18238101388859	5.00332139690223	3.99208250960197	1.25331111891299	0.210092503498567	0.98373034632542	"g__Prevotella.s__Prevotella_histicola"	"K02970"
"K02970|g__Prevotella.s__Prevotella_melaninogenica"	2.89830085756255	4.47394059040416	3.9933839372992	1.1203382045529	0.262569667469624	0.98373034632542	"g__Prevotella.s__Prevotella_melaninogenica"	"K02970"
"K02970|g__Streptococcus.s__Streptococcus_anginosus"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_anginosus"	"K02970"
"K02970|g__Streptococcus.s__Streptococcus_cristatus"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_cristatus"	"K02970"
"K02970|g__Streptococcus.s__Streptococcus_gordonii"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_gordonii"	"K02970"
"K02970|g__Streptococcus.s__Streptococcus_infantis"	1.46179132137274	3.4876027233067	3.99753816163899	0.872437630933531	0.38296967893093	0.98373034632542	"g__Streptococcus.s__Streptococcus_infantis"	"K02970"
"K02970|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	"K02970"
"K02970|g__Streptococcus.s__Streptococcus_parasanguinis"	3.44653156930622	4.7237769119155	3.99271025471562	1.18310035303374	0.236769377963002	0.98373034632542	"g__Streptococcus.s__Streptococcus_parasanguinis"	"K02970"
"K02970|g__Streptococcus.s__Streptococcus_peroris"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_peroris"	"K02970"
"K02970|g__Streptococcus.s__Streptococcus_salivarius"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_salivarius"	"K02970"
"K02970|g__Streptococcus.s__Streptococcus_sanguinis"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_sanguinis"	"K02970"
"K02970|g__Streptococcus.s__Streptococcus_tigurinus"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_tigurinus"	"K02970"
"K02970|g__Veillonella.s__Veillonella_atypica"	2.89490389237963	4.4724075523492	3.99338844137339	1.11995304689445	0.262733771127838	0.98373034632542	"g__Veillonella.s__Veillonella_atypica"	"K02970"
"K02970|g__Veillonella.s__Veillonella_dispar"	0	NA	NA	NA	NA	NA	"g__Veillonella.s__Veillonella_dispar"	"K02970"
"K02970|g__Veillonella.s__Veillonella_parvula"	0	NA	NA	NA	NA	NA	"g__Veillonella.s__Veillonella_parvula"	"K02970"
"K02982|g__Atopobium.s__Atopobium_parvulum"	0.0395078735506145	-1.3760200689053	4.1594189582294	-0.33082026185	0.740780255101384	0.98373034632542	"g__Atopobium.s__Atopobium_parvulum"	"K02982"
"K02982|g__Atopobium.s__Atopobium_rimae"	0.0395078735506145	-1.3760200689053	4.1594189582294	-0.33082026185	0.740780255101384	0.98373034632542	"g__Atopobium.s__Atopobium_rimae"	"K02982"
"K02982|g__Campylobacter.s__Campylobacter_concisus"	0.144649460473578	0.147680268418433	4.07327435662149	0.0362559099851364	0.971078305541656	0.98373034632542	"g__Campylobacter.s__Campylobacter_concisus"	"K02982"
"K02982|g__Corynebacterium.s__Corynebacterium_matruchotii"	0	NA	NA	NA	NA	NA	"g__Corynebacterium.s__Corynebacterium_matruchotii"	"K02982"
"K02982|g__Haemophilus.s__Haemophilus_parainfluenzae"	1.48246357871792	3.5073090932454	3.28825254493677	1.06661792101277	0.286144404625912	0.98373034632542	"g__Haemophilus.s__Haemophilus_parainfluenzae"	"K02982"
"K02982|g__Porphyromonas.s__Porphyromonas_gingivalis"	0.0482164868245259	-1.37602006890531	4.1594189582294	-0.33082026185	0.740780255101383	0.98373034632542	"g__Porphyromonas.s__Porphyromonas_gingivalis"	"K02982"
"K02982|g__Prevotella.s__Prevotella_histicola"	1.68949172176649	3.69618799379543	3.65191963700881	1.01212194165994	0.311479752516066	0.98373034632542	"g__Prevotella.s__Prevotella_histicola"	"K02982"
"K02982|g__Prevotella.s__Prevotella_melaninogenica"	2.9980666332701	4.52229156046507	2.98418467073429	1.51541947280103	0.12966620911161	0.98373034632542	"g__Prevotella.s__Prevotella_melaninogenica"	"K02982"
"K02982|g__Rothia.s__Rothia_dentocariosa"	0	NA	NA	NA	NA	NA	"g__Rothia.s__Rothia_dentocariosa"	"K02982"
"K02982|g__Streptococcus.s__Streptococcus_anginosus"	0.241082434122629	0.88530223606582	4.03982462247422	0.219143729938358	0.826538086999421	0.98373034632542	"g__Streptococcus.s__Streptococcus_anginosus"	"K02982"
"K02982|g__Streptococcus.s__Streptococcus_cristatus"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_cristatus"	"K02982"
"K02982|g__Streptococcus.s__Streptococcus_gordonii"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_gordonii"	"K02982"
"K02982|g__Streptococcus.s__Streptococcus_infantis"	0.237798962346719	0.86565944721506	3.89261352565256	0.222385151135686	0.824014070108994	0.98373034632542	"g__Streptococcus.s__Streptococcus_infantis"	"K02982"
"K02982|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	4.27472919392893	5.0347696987526	2.67484211106228	1.88226799553156	0.0597996376163199	0.98373034632542	"g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	"K02982"
"K02982|g__Streptococcus.s__Streptococcus_oligofermentans"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_oligofermentans"	"K02982"
"K02982|g__Streptococcus.s__Streptococcus_parasanguinis"	1.68078310849258	3.6887741698052	3.6550291112465	1.00923250062629	0.312863143198106	0.98373034632542	"g__Streptococcus.s__Streptococcus_parasanguinis"	"K02982"
"K02982|g__Streptococcus.s__Streptococcus_peroris"	0.276555114854302	1.09044285948501	4.03314645339565	0.270370261056831	0.786875416641319	0.98373034632542	"g__Streptococcus.s__Streptococcus_peroris"	"K02982"
"K02982|g__Streptococcus.s__Streptococcus_salivarius"	1.12739629118019	3.11110960353969	3.3754807667987	0.92167896026564	0.356696058274786	0.98373034632542	"g__Streptococcus.s__Streptococcus_salivarius"	"K02982"
"K02982|g__Streptococcus.s__Streptococcus_sanguinis"	0.820290062674419	2.65162958105253	3.85093796227935	0.688567202854405	0.49109566614268	0.98373034632542	"g__Streptococcus.s__Streptococcus_sanguinis"	"K02982"
"K02982|g__Streptococcus.s__Streptococcus_tigurinus"	0.723247302367888	2.47091931396693	4.00610693108403	0.616788157798453	0.537374463989748	0.98373034632542	"g__Streptococcus.s__Streptococcus_tigurinus"	"K02982"
"K02982|g__Veillonella.s__Veillonella_atypica"	1.93307746564345	3.89005255409525	3.22099138175458	1.20771901971877	0.227155359549309	0.98373034632542	"g__Veillonella.s__Veillonella_atypica"	"K02982"
"K02982|g__Veillonella.s__Veillonella_dispar"	0.324771601678828	1.32053782044993	4.02669207918813	0.327946064531505	0.742952443521918	0.98373034632542	"g__Veillonella.s__Veillonella_dispar"	"K02982"
"K02982|g__Veillonella.s__Veillonella_parvula"	0.166740107476369	0.361037406481069	4.06181933476833	0.0888856388541615	0.929172796907041	0.98373034632542	"g__Veillonella.s__Veillonella_parvula"	"K02982"
"K02986|g__Atopobium.s__Atopobium_parvulum"	0.677420631890689	2.37713456388839	3.96630599698909	0.599332115498131	0.548951435759626	0.98373034632542	"g__Atopobium.s__Atopobium_parvulum"	"K02986"
"K02986|g__Campylobacter.s__Campylobacter_concisus"	0.25446446785151	0.967999536200974	4.03701920490866	0.239780760771207	0.810500222610128	0.98373034632542	"g__Campylobacter.s__Campylobacter_concisus"	"K02986"
"K02986|g__Corynebacterium.s__Corynebacterium_accolens"	0	NA	NA	NA	NA	NA	"g__Corynebacterium.s__Corynebacterium_accolens"	"K02986"
"K02986|g__Corynebacterium.s__Corynebacterium_matruchotii"	0	NA	NA	NA	NA	NA	"g__Corynebacterium.s__Corynebacterium_matruchotii"	"K02986"
"K02986|g__Haemophilus.s__Haemophilus_parainfluenzae"	0.801731034072776	2.61876593721659	3.87088435384712	0.676529107518777	0.498704771951043	0.98373034632542	"g__Haemophilus.s__Haemophilus_parainfluenzae"	"K02986"
"K02986|g__Porphyromonas.s__Porphyromonas_gingivalis"	0	NA	NA	NA	NA	NA	"g__Porphyromonas.s__Porphyromonas_gingivalis"	"K02986"
"K02986|g__Prevotella.s__Prevotella_histicola"	0.956259350852633	2.87503810320617	3.76071624770148	0.764492164215626	0.444574004460332	0.98373034632542	"g__Prevotella.s__Prevotella_histicola"	"K02986"
"K02986|g__Prevotella.s__Prevotella_melaninogenica"	3.23375236687328	4.63177780157358	2.9056051105155	1.59408371936399	0.110917284896628	0.98373034632542	"g__Prevotella.s__Prevotella_melaninogenica"	"K02986"
"K02986|g__Prevotella.s__Prevotella_salivae"	2.08457045727263	3.99908118008538	3.99503484631211	1.00101284067071	0.316820600505796	0.98373034632542	"g__Prevotella.s__Prevotella_salivae"	"K02986"
"K02986|g__Rothia.s__Rothia_dentocariosa"	0	NA	NA	NA	NA	NA	"g__Rothia.s__Rothia_dentocariosa"	"K02986"
"K02986|g__Rothia.s__Rothia_mucilaginosa"	0.503865434237261	1.94829927364431	4.0134877203273	0.485437955565846	0.627365713998835	0.98373034632542	"g__Rothia.s__Rothia_mucilaginosa"	"K02986"
"K02986|g__Streptococcus.s__Streptococcus_anginosus"	0.25446446785151	0.967999536200974	4.03701920490866	0.239780760771207	0.810500222610128	0.98373034632542	"g__Streptococcus.s__Streptococcus_anginosus"	"K02986"
"K02986|g__Streptococcus.s__Streptococcus_cristatus"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_cristatus"	"K02986"
"K02986|g__Streptococcus.s__Streptococcus_gordonii"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_gordonii"	"K02986"
"K02986|g__Streptococcus.s__Streptococcus_infantis"	0.412495962053968	1.66418531139041	4.01876524932693	0.414103638342432	0.678798208360942	0.98373034632542	"g__Streptococcus.s__Streptococcus_infantis"	"K02986"
"K02986|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	2.60037109460262	4.31727893184958	3.06062790225848	1.41058602016397	0.158366716106043	0.98373034632542	"g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	"K02986"
"K02986|g__Streptococcus.s__Streptococcus_oligofermentans"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_oligofermentans"	"K02986"
"K02986|g__Streptococcus.s__Streptococcus_parasanguinis"	2.66405467342821	4.352847712607	3.99375485099507	1.08991359635469	0.275751206794618	0.98373034632542	"g__Streptococcus.s__Streptococcus_parasanguinis"	"K02986"
"K02986|g__Streptococcus.s__Streptococcus_peroris"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_peroris"	"K02986"
"K02986|g__Streptococcus.s__Streptococcus_salivarius"	0.932998460817473	2.8373315859593	3.78283595743728	0.75005409113259	0.453222127685015	0.98373034632542	"g__Streptococcus.s__Streptococcus_salivarius"	"K02986"
"K02986|g__Streptococcus.s__Streptococcus_tigurinus"	0.723247302367888	2.47091931396693	4.00610693108403	0.616788157798453	0.537374463989748	0.98373034632542	"g__Streptococcus.s__Streptococcus_tigurinus"	"K02986"
"K02986|g__Veillonella.s__Veillonella_atypica"	1.82097885415787	3.80374261240188	3.26695671338548	1.16430762514149	0.244299367536074	0.98373034632542	"g__Veillonella.s__Veillonella_atypica"	"K02986"
"K02986|g__Veillonella.s__Veillonella_dispar"	0.734735812999916	2.49530585110775	3.52618370597183	0.707650553452953	0.479162290811101	0.98373034632542	"g__Veillonella.s__Veillonella_dispar"	"K02986"
"K02986|g__Veillonella.s__Veillonella_parvula"	0.265314750847511	1.02609300521951	4.0351412651905	0.254289239901263	0.799272111970335	0.98373034632542	"g__Veillonella.s__Veillonella_parvula"	"K02986"
"K02988|g__Atopobium.s__Atopobium_parvulum"	0.268208141612632	1.03473610691332	4.03486819505264	0.256448552193617	0.797604501714527	0.98373034632542	"g__Atopobium.s__Atopobium_parvulum"	"K02988"
"K02988|g__Atopobium.s__Atopobium_rimae"	0.079015747101229	-0.701721957452983	4.13922259323139	-0.16952989157927	0.865379862550003	0.98373034632542	"g__Atopobium.s__Atopobium_rimae"	"K02988"
"K02988|g__Campylobacter.s__Campylobacter_concisus"	0	NA	NA	NA	NA	NA	"g__Campylobacter.s__Campylobacter_concisus"	"K02988"
"K02988|g__Corynebacterium.s__Corynebacterium_matruchotii"	0	NA	NA	NA	NA	NA	"g__Corynebacterium.s__Corynebacterium_matruchotii"	"K02988"
"K02988|g__Haemophilus.s__Haemophilus_parainfluenzae"	0.829998543616599	2.66836967846702	3.86551572816173	0.690301079110079	0.490004869410092	0.98373034632542	"g__Haemophilus.s__Haemophilus_parainfluenzae"	"K02988"
"K02988|g__Porphyromonas.s__Porphyromonas_gingivalis"	0	NA	NA	NA	NA	NA	"g__Porphyromonas.s__Porphyromonas_gingivalis"	"K02988"
"K02988|g__Prevotella.s__Prevotella_histicola"	0.952224158033691	2.86952233820002	3.76965387816328	0.761216395707437	0.446527826812953	0.98373034632542	"g__Prevotella.s__Prevotella_histicola"	"K02988"
"K02988|g__Prevotella.s__Prevotella_melaninogenica"	2.62032007188332	4.32837748462623	3.05440015417684	1.41709575240403	0.156454934261395	0.98373034632542	"g__Prevotella.s__Prevotella_melaninogenica"	"K02988"
"K02988|g__Prevotella.s__Prevotella_salivae"	1.47920854792056	3.50478212210786	3.69925916197567	0.947428111588715	0.343420672037377	0.98373034632542	"g__Prevotella.s__Prevotella_salivae"	"K02988"
"K02988|g__Rothia.s__Rothia_dentocariosa"	0.144649460473578	0.147680268418433	4.07327435662149	0.0362559099851364	0.971078305541656	0.98373034632542	"g__Rothia.s__Rothia_dentocariosa"	"K02988"
"K02988|g__Streptococcus.s__Streptococcus_anginosus"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_anginosus"	"K02988"
"K02988|g__Streptococcus.s__Streptococcus_cristatus"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_cristatus"	"K02988"
"K02988|g__Streptococcus.s__Streptococcus_gordonii"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_gordonii"	"K02988"
"K02988|g__Streptococcus.s__Streptococcus_infantis"	0.186299003746282	0.51382189678714	4.05457944436449	0.126726311282742	0.899157020334654	0.98373034632542	"g__Streptococcus.s__Streptococcus_infantis"	"K02988"
"K02988|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	2.63384403999775	4.33591683397233	3.05569023644598	1.4189647832286	0.155909283481351	0.98373034632542	"g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae"	"K02988"
"K02988|g__Streptococcus.s__Streptococcus_oligofermentans"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_oligofermentans"	"K02988"
"K02988|g__Streptococcus.s__Streptococcus_parasanguinis"	1.546983931015	3.56945704904346	3.32677726272672	1.07294741040698	0.283294712447113	0.98373034632542	"g__Streptococcus.s__Streptococcus_parasanguinis"	"K02988"
"K02988|g__Streptococcus.s__Streptococcus_peroris"	0.079015747101229	-0.701721957452983	4.13922259323139	-0.16952989157927	0.865379862550003	0.98373034632542	"g__Streptococcus.s__Streptococcus_peroris"	"K02988"
"K02988|g__Streptococcus.s__Streptococcus_salivarius"	0.530381355069785	2.02334313028482	4.01225768099424	0.504290424782347	0.614057305147998	0.98373034632542	"g__Streptococcus.s__Streptococcus_salivarius"	"K02988"
"K02988|g__Streptococcus.s__Streptococcus_sanguinis"	0	NA	NA	NA	NA	NA	"g__Streptococcus.s__Streptococcus_sanguinis"	"K02988"
"K02988|g__Streptococcus.s__Streptococcus_tigurinus"	0.675030815543363	2.37136083296922	4.00731583090574	0.591757908044209	0.554012713117195	0.98373034632542	"g__Streptococcus.s__Streptococcus_tigurinus"	"K02988"
"K02988|g__Veillonella.s__Veillonella_atypica"	2.00043432674855	3.93858873085163	3.21161575816938	1.22635739373026	0.220064211958102	0.98373034632542	"g__Veillonella.s__Veillonella_atypica"	"K02988"
"K02988|g__Veillonella.s__Veillonella_dispar"	0.519779218699021	1.99622096400291	3.73856833365466	0.53395331737898	0.59337383238397	0.98373034632542	"g__Veillonella.s__Veillonella_dispar"	"K02988"
"K02988|g__Veillonella.s__Veillonella_parvula"	0.079015747101229	-0.701721957452983	4.13922259323139	-0.16952989157927	0.865379862550003	0.98373034632542	"g__Veillonella.s__Veillonella_parvula"	"K02988"
"K02990|g__Atopobium.s__Atopobium_parvulum"	1.06671258586659	3.03347727047563	4.00063840026177	0.758248301140423	0.448302350530069	0.98373034632542	"g__Atopobium.s__Atopobium_parvulum"	"K02990"
"K02990|g__Campylobacter.s__Campylobacter_concisus"	0.118523620651844	-0.124372744348554	4.09050181498056	-0.0304052534320034	0.975743855161396	0.98373034632542	"g__Campylobacter.s__Campylobacter_concisus"	"K02990"
"K02990|g__Haemophilus.s__Haemophilus_parainfluenzae"	1.55271383058815	3.57260809319173	3.68238589986297	0.970188402395489	0.331952590534649	0.98373034632542	"g__Haemophilus.s__Haemophilus_parainfluenzae"	"K02990"
"K02990|g__Porphyromonas.s__Porphyromonas_gingivalis"	0	NA	NA	NA	NA	NA	"g__Porphyromonas.s__Porphyromonas_gingivalis"	"K02990"
"K02990|g__Prevotella.s__Prevotella_histicola"	5.80830993140382	5.47684463704412	3.05341232877866	1.79368000365506	0.0728642587543109	0.98373034632542	"g__Prevotella.s__Prevotella_histicola"	"K02990"
"K02990|g__Prevotella.s__Prevotella_melaninogenica"	0.723247302367888	2.47091931396693	4.00610693108403	0.616788157798453	0.537374463989748	0.98373034632542	"g__Prevotella.s__Prevotella_melaninogenica"	"K02990"
"K02990|g__Rothia.s__Rothia_mucilaginosa"	0.611148690882314	2.22684282266759	4.00922518082569	0.555429720764395	0.578600768406246	0.98373034632542	"g__Rothia.s__Rothia_mucilaginosa"	"K02990"
"K02990|g__Veillonella.s__Veillonella_atypica"	0.989561920883668	2.9233350780894	3.35302394249527	0.87185034411472	0.383290025806544	0.98373034632542	"g__Veillonella.s__Veillonella_atypica"	"K02990"
"K02990|g__Veillonella.s__Veillonella_dispar"	0.276555114854302	1.09044285948501	4.03314645339565	0.270370261056831	0.786875416641319	0.98373034632542	"g__Veillonella.s__Veillonella_dispar"	"K02990"
"K02990|g__Veillonella.s__Veillonella_parvula"	0	NA	NA	NA	NA	NA	"g__Veillonella.s__Veillonella_parvula"	"K02990"
"K02992|g__Atopobium.s__Atopobium_parvulum"	0.144649460473578	0.147680268418433	4.07327435662149	0.0362559099851364	0.971078305541656	0.98373034632542	"g__Atopobium.s__Atopobium_parvulum"	"K02992"
"K02992|g__Atopobium.s__Atopobium_rimae"	0	NA	NA	NA	NA	NA	"g__Atopobium.s__Atopobium_rimae"	"K02992"
"K02992|g__Campylobacter.s__Campylobacter_concisus"	0	NA	NA	NA	NA	NA	"g__Campylobacter.s__Campylobacter_concisus"	"K02992"
"K02992|g__Corynebacterium.s__Corynebacterium_matruchotii"	0	NA	NA	NA	NA	NA	"g__Corynebacterium.s__Corynebacterium_matruchotii"	"K02992"
"K02992|g__Granulicatella.s__Granulicatella_adiacens"	0	NA	NA	NA	NA	NA	"g__Granulicatella.s__Granulicatella_adiacens"	"K02992"
