""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"KO_Number"	"KO_Class"	"KO_Subclass_1"	"KO_Subclass_2"
"K07248"	2.67975355968918	2.80626563871481	2.37963393162348	1.17928459559335	0.238284870122801	NA	"K07248"	"Metabolism"	"Carbohydrate metabolism"	" Pyruvate metabolism"
"K07250"	0.106571028042313	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K07250"	"Metabolism"	"Carbohydrate metabolism"	" Propanoate metabolism"
"K07251"	2.06992523125185	1.76970084443376	2.92315212384263	0.605408398009544	0.544907672396097	NA	"K07251"	"Metabolism"	"Metabolism of cofactors and vitamins"	" Thiamine metabolism"
"K07252"	0.197531182648016	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K07252"	"Metabolism"	"Glycan biosynthesis and metabolism"	" N-Glycan biosynthesis"
"K07257"	0	NA	NA	NA	NA	NA	"K07257"	NA	NA	NA
"K07258"	94.8091536677179	2.14468654176192	1.14716428351898	1.86955484281902	0.0615456610682867	0.108068968999109	"K07258"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Peptidoglycan biosynthesis"
"K07259"	1.89977329049779	0.729661254174847	2.10471878936863	0.346678738205082	0.728832685197879	NA	"K07259"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Peptidoglycan biosynthesis"
"K07260"	96.3282174932973	5.55957178052773	1.95455642147207	2.84441611378021	0.00444928998373759	0.0181795478516456	"K07260"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Peptidoglycan biosynthesis"
"K07261"	0.629480686726682	1.55710500983841	3.03976278523045	0.512245566464608	0.60847915623065	NA	"K07261"	NA	NA	NA
"K07262"	3.03241681704721	-0.535597559819837	2.64485843434114	-0.202505190019087	0.839521801415473	NA	"K07262"	NA	NA	NA
"K07263"	0.399509577264938	1.2593932559898	3.04311188630301	0.413850460661112	0.678983626166351	NA	"K07263"	NA	NA	NA
"K07264"	0.515716684470208	0.551864496459584	3.04683022298238	0.181127419669414	0.85626756275839	NA	"K07264"	"Human Diseases"	"Drug resistance"	" Cationic antimicrobial peptide (CAMP) resistance"
"K07265"	0	NA	NA	NA	NA	NA	"K07265"	NA	NA	NA
"K07266"	0	NA	NA	NA	NA	NA	"K07266"	NA	NA	NA
"K07267"	0.102435231259406	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K07267"	NA	NA	NA
"K07268"	0.355119624235501	1.18171547675613	3.04387774053643	0.388226984618597	0.697848065372235	NA	"K07268"	NA	NA	NA
"K07269"	0.395062365296031	0.955252802665242	3.04632909059027	0.313575051893079	0.753843810185423	NA	"K07269"	NA	NA	NA
"K07270"	0.234036293478898	0.884670093918916	3.04716406753483	0.290325717392243	0.771567066078061	NA	"K07270"	NA	NA	NA
"K07271"	14.4348764848035	4.69741711401007	2.49562929654929	1.88225756145161	0.059801053607024	0.105796092328612	"K07271"	NA	NA	NA
"K07272"	39.4523790830316	5.57649577889814	2.3255160180186	2.3979605969988	0.0164866386374798	0.0404985374195933	"K07272"	NA	NA	NA
"K07273"	0.847945308511284	0.383921499939279	2.84223570756178	0.135077291062755	0.892550764713688	NA	"K07273"	NA	NA	NA
"K07274"	2.09573567627699	1.23186282589936	2.67385342507974	0.460706938661989	0.64500887619524	NA	"K07274"	NA	NA	NA
"K07275"	1.2025695387594	-1.97271743374986	2.9556286033047	-0.667444289700051	0.504488383647145	NA	"K07275"	NA	NA	NA
"K07276"	1.41168901665495	-0.999591863988466	2.96768149513553	-0.336825857366077	0.736248179543479	NA	"K07276"	NA	NA	NA
"K07277"	5.81552102186703	0.693914591409965	1.96940326294262	0.352347639748063	0.724577564597445	0.795061763488247	"K07277"	NA	NA	NA
"K07278"	0.506037247869625	1.29116980633163	3.04280898942789	0.424334820495715	0.671321648295043	NA	"K07278"	NA	NA	NA
"K07279"	0.197531182648016	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K07279"	NA	NA	NA
"K07282"	36.4188698276647	6.72148388283019	2.28517151587428	2.94134765646185	0.00326787541140342	0.014941714886203	"K07282"	NA	NA	NA
"K07283"	3.26454264719844	1.39994480068206	2.29949998025852	0.60880400639302	0.542654357726944	NA	"K07283"	NA	NA	NA
"K07284"	122.542040873304	6.08108535048961	2.2863552890971	2.65972894916567	0.00782035586974736	0.0246337866854634	"K07284"	NA	NA	NA
"K07285"	2.67685291650937	-1.40095589126237	2.21420914761359	-0.632711635561742	0.526921970113214	NA	"K07285"	NA	NA	NA
"K07286"	0	0	0	0	1	NA	"K07286"	NA	NA	NA
"K07287"	0	0	0	0	1	NA	"K07287"	NA	NA	NA
"K07288"	0	NA	NA	NA	NA	NA	"K07288"	NA	NA	NA
"K07289"	2.91884020542437	1.30271631721026	2.91954502314971	0.446205250092304	0.655448990881181	NA	"K07289"	NA	NA	NA
"K07290"	1.03398890920173	-1.20582870845837	2.54366585668807	-0.474051536795952	0.635463156628181	NA	"K07290"	NA	NA	NA
"K07297"	0.497497596555437	0.594584903482487	3.04632906400709	0.195180786773042	0.845251419730964	NA	"K07297"	"Environmental Information Processing"	"Signal transduction"	" AMPK signaling pathway"
"K07300"	0.709707338945044	-1.34326221639136	3.03794019978837	-0.442162165168668	0.658371862350876	NA	"K07300"	NA	NA	NA
"K07301"	2.56836581791813	0.0430158413034287	2.12758231659611	0.0202181795589696	0.983869325658666	NA	"K07301"	NA	NA	NA
"K07302"	0	NA	NA	NA	NA	NA	"K07302"	NA	NA	NA
"K07304"	22.6800939109188	3.73188723637313	1.48136435925445	2.51922304803616	0.0117614125384865	0.0321387435644688	"K07304"	NA	NA	NA
"K07305"	21.003258704075	1.5500995392802	1.87913591998635	0.824900169696855	0.409428269996615	0.511332028959458	"K07305"	NA	NA	NA
"K07306"	1.51870520010537	2.44313219075233	2.6958383649615	0.906260635840168	0.364797915482238	NA	"K07306"	"Metabolism"	"Energy metabolism"	" Sulfur metabolism"
"K07307"	4.50746973864908	3.86488070922247	2.58065475545547	1.49763570700504	0.134227924320859	NA	"K07307"	"Metabolism"	"Energy metabolism"	" Sulfur metabolism"
"K07308"	0.201167355082744	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K07308"	"Metabolism"	"Energy metabolism"	" Sulfur metabolism"
"K07309"	0.0665849295441564	0.472392491801971	3.0486808871621	0.15494979936772	0.876860893494893	NA	"K07309"	"Metabolism"	"Metabolism of other amino acids"	" Selenocompound metabolism"
"K07311"	0.512176156297029	-1.09375478648152	3.0406716881438	-0.35970828114929	0.71906529856057	NA	"K07311"	NA	NA	NA
"K07312"	0.201167355082744	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K07312"	NA	NA	NA
"K07313"	43.8030442152157	6.19000103585836	2.16481104642669	2.85937243625757	0.00424480101096781	0.0177601466630997	"K07313"	NA	NA	NA
"K07316"	0	0	0	0	1	NA	"K07316"	NA	NA	NA
"K07317"	0.221949765147188	0.900503494708197	3.0469736878989	0.295540292416886	0.767581177240925	NA	"K07317"	NA	NA	NA
"K07318"	0	NA	NA	NA	NA	NA	"K07318"	NA	NA	NA
"K07319"	0.106571028042313	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K07319"	NA	NA	NA
"K07320"	3.83464866909466	-0.770405986640575	1.93956178810372	-0.397206209859284	0.691215403281033	NA	"K07320"	NA	NA	NA
"K07321"	0	NA	NA	NA	NA	NA	"K07321"	NA	NA	NA
"K07322"	2.67226674459043	0.651632394074116	2.64025828710663	0.246806305752843	0.80505813014901	NA	"K07322"	NA	NA	NA
"K07323"	3.53607280624671	-1.83555079956119	2.42565792588222	-0.756722858559535	0.449215917119598	NA	"K07323"	"Environmental Information Processing"	"Membrane transport"	" ABC transporters"
"K07334"	17.9236776880331	2.45799974043333	1.99139761807009	1.23430886836926	0.2170878325603	0.300092003833356	"K07334"	NA	NA	NA
"K07335"	159.457066186127	4.75342972774987	2.18501796827659	2.17546482306463	0.0295953014145527	0.0616452251589484	"K07335"	NA	NA	NA
"K07336"	0.912306632070987	0.462764717792922	3.03676454886924	0.152387421002144	0.878881377795816	NA	"K07336"	NA	NA	NA
"K07337"	0.333518104217273	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K07337"	NA	NA	NA
"K07339"	0	NA	NA	NA	NA	NA	"K07339"	NA	NA	NA
"K07340"	1.38716549050502	2.36358550011437	2.92301748230782	0.808611482627273	0.418738657840281	NA	"K07340"	NA	NA	NA
"K07341"	1.66989428430745	-0.0956062307033224	2.96248987730973	-0.0322722556575091	0.974254934453937	NA	"K07341"	NA	NA	NA
"K07343"	0.351054440218347	1.12966434673823	3.04441170972557	0.371061621898723	0.710591634973386	NA	"K07343"	NA	NA	NA
"K07344"	0	NA	NA	NA	NA	NA	"K07344"	"Cellular Processes"	"Cellular community - prokaryotes"	" Quorum sensing"
"K07346"	0.304102210690329	0.199959730981838	3.04854650346272	0.0655918257289866	0.947702797223033	NA	"K07346"	NA	NA	NA
"K07347"	5.2813996723682	1.2681025840174	1.95170226735027	0.649741820374601	0.515859005369706	0.617978927418255	"K07347"	"Human Diseases"	"Infectious diseases"	" Pertussis"
"K07348"	0.402334710165488	-0.556878991204647	3.04683682623093	-0.182772830632197	0.854976267497702	NA	"K07348"	NA	NA	NA
"K07349"	0.607205172684299	-1.13182921520438	3.0403065900926	-0.37227469719424	0.709688335659207	NA	"K07349"	NA	NA	NA
"K07350"	0.106571028042313	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K07350"	NA	NA	NA
"K07351"	0.213142056084627	-0.508027945763269	3.04750266418902	-0.166703035811279	0.867603716733072	NA	"K07351"	NA	NA	NA
"K07352"	0.790124730592062	1.74150416879952	3.03551804204574	0.573709048892972	0.566164703909882	NA	"K07352"	NA	NA	NA
"K07354"	0	NA	NA	NA	NA	NA	"K07354"	NA	NA	NA
"K07355"	1.80323385087524	-1.42489070134445	2.91991200047768	-0.487990974081189	0.625556234298462	NA	"K07355"	NA	NA	NA
"K07357"	0	NA	NA	NA	NA	NA	"K07357"	NA	NA	NA
"K07358"	0	0	0	0	1	NA	"K07358"	NA	NA	NA
"K07359"	1.73085616845121	-1.41238751136188	2.67573503206542	-0.527850289522745	0.597603249509913	NA	"K07359"	"Environmental Information Processing"	"Signal transduction"	" AMPK signaling pathway"
"K07374"	0	NA	NA	NA	NA	NA	"K07374"	"Cellular Processes"	"Transport and catabolism"	" Phagosome"
"K07375"	0.804669420330976	-1.45160497227007	3.03353905466049	-0.47851863652124	0.632281113035369	NA	"K07375"	"Cellular Processes"	"Transport and catabolism"	" Phagosome"
"K07386"	12.7065327095338	2.76548741325008	1.98232921230828	1.39506969683903	0.162994823175223	0.234992536479616	"K07386"	NA	NA	NA
"K07387"	0.102435231259406	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K07387"	NA	NA	NA
"K07390"	2.50183179353513	2.14882481147375	2.61045589179106	0.823160743007006	0.410416589826395	NA	"K07390"	NA	NA	NA
"K07391"	1.75371683395659	2.23659401099955	2.24880264528832	0.994571051259499	0.319944932868457	NA	"K07391"	NA	NA	NA
"K07393"	12.4815489744157	-4.50189103330293	2.21211793441725	-2.03510444143155	0.041840365196294	0.0790816553978211	"K07393"	NA	NA	NA
"K07395"	0	NA	NA	NA	NA	NA	"K07395"	NA	NA	NA
"K07397"	0.702108880436693	1.66130239740873	3.03730333083778	0.546966244873044	0.5844019226918	NA	"K07397"	NA	NA	NA
"K07399"	0	NA	NA	NA	NA	NA	"K07399"	NA	NA	NA
"K07400"	4.53592239473076	0.420203034503827	2.24724425596603	0.186985919927602	0.851671672513788	0.894721450078025	"K07400"	NA	NA	NA
"K07402"	3.32139883490364	-0.925694317833631	2.03683348587938	-0.454477169710303	0.649485420420859	NA	"K07402"	NA	NA	NA
"K07404"	0	0	0	0	1	NA	"K07404"	"Metabolism"	"Overview"	" Carbon metabolism"
"K07405"	0	NA	NA	NA	NA	NA	"K07405"	"Metabolism"	"Carbohydrate metabolism"	" Starch and sucrose metabolism"
"K07406"	3.10823396599777	2.95177282184191	2.89151288957975	1.02084027793178	0.307330118030821	NA	"K07406"	"Metabolism"	"Carbohydrate metabolism"	" Galactose metabolism"
"K07407"	0.234036293478898	0.884670093918916	3.04716406753483	0.290325717392243	0.771567066078061	NA	"K07407"	"Metabolism"	"Carbohydrate metabolism"	" Galactose metabolism"
"K07441"	0.592593547944047	1.42157681907919	3.04162651867298	0.467373890368172	0.640232399503714	NA	"K07441"	"Metabolism"	"Glycan biosynthesis and metabolism"	" N-Glycan biosynthesis"
"K07442"	1.76104246102559	2.7042192092283	2.6191188217734	1.03249199186667	0.301841697225514	NA	"K07442"	NA	NA	NA
"K07443"	0	0	0	0	1	NA	"K07443"	NA	NA	NA
"K07444"	253.437137617004	9.14148693099636	2.26817309919464	4.0303303721582	5.5698512119266e-05	0.00148073143463176	"K07444"	NA	NA	NA
"K07445"	0.155364835603032	0.73208875271567	3.04830681330159	0.240162423782648	0.810204342745455	NA	"K07445"	NA	NA	NA
"K07447"	739.015883620569	5.09658141098425	1.70867875112221	2.9827616265708	0.00285660383390425	0.0139536092465356	"K07447"	NA	NA	NA
"K07448"	1.77625561268194	-0.136046733192611	2.48366422332523	-0.0547766207343704	0.956316426382908	NA	"K07448"	NA	NA	NA
"K07450"	0	NA	NA	NA	NA	NA	"K07450"	NA	NA	NA
"K07451"	0	NA	NA	NA	NA	NA	"K07451"	NA	NA	NA
"K07452"	0.257800066862437	0.371419865282039	3.04830681157656	0.121844646303809	0.903022054708081	NA	"K07452"	NA	NA	NA
"K07455"	9.33256266328887	1.5243941205553	2.14255827347561	0.711483155173399	0.476784885574904	0.581042946119805	"K07455"	NA	NA	NA
"K07456"	51.1976108578507	6.99348969263059	2.20864266976044	3.16641971486911	0.00154327940757043	0.0101210416961596	"K07456"	"Genetic Information Processing"	"Replication and repair"	" Mismatch repair"
"K07457"	0	NA	NA	NA	NA	NA	"K07457"	NA	NA	NA
"K07458"	1.28719961413394	2.28609365496306	3.02545861582109	0.755618881384905	0.449877732069362	NA	"K07458"	NA	NA	NA
"K07459"	0.402334710165488	-0.556878991204647	3.04683682623093	-0.182772830632197	0.854976267497702	NA	"K07459"	NA	NA	NA
"K07460"	4.33201903302884	3.8163855404532	2.54492440896874	1.49960663939707	0.133716326840926	NA	"K07460"	NA	NA	NA
"K07461"	46.0696593779464	2.51959757623877	1.63859737105857	1.53765508278037	0.12413297165922	0.18942369051894	"K07461"	NA	NA	NA
"K07462"	68.3616891053319	5.89239966333714	1.7488964424939	3.36921016028523	0.00075383927122749	0.00707145309487347	"K07462"	"Genetic Information Processing"	"Replication and repair"	" Base excision repair"
"K07464"	0	NA	NA	NA	NA	NA	"K07464"	NA	NA	NA
"K07465"	0	NA	NA	NA	NA	NA	"K07465"	NA	NA	NA
"K07466"	0	NA	NA	NA	NA	NA	"K07466"	"Genetic Information Processing"	"Replication and repair"	" DNA replication"
"K07467"	8.16281096616666	4.2889778688736	2.87770250192746	1.49041739582215	0.136114521310274	0.203208938654929	"K07467"	NA	NA	NA
"K07470"	1.22169220671898	2.20567545414674	2.99147797418345	0.73731963704289	0.46092799318529	NA	"K07470"	NA	NA	NA
"K07471"	1.00583677541372	-1.74026696708144	3.02270872273539	-0.575730950849472	0.564797051603082	NA	"K07471"	NA	NA	NA
"K07473"	4.048427163037	-0.318679027697156	2.4493890841072	-0.130105514785256	0.896482947042115	NA	"K07473"	NA	NA	NA
"K07474"	4.83141587808297	-0.139560310704914	2.2536194072466	-0.0619271871089467	0.950620816861592	0.964993053833582	"K07474"	NA	NA	NA
"K07478"	45.4259084031031	6.17236404745435	1.71203940935325	3.60526984001265	0.000311828749891536	0.00467743124837304	"K07478"	NA	NA	NA
"K07479"	1.68357405698191	0.208903689006081	2.70673088742004	0.0771793346641865	0.938480881152417	NA	"K07479"	NA	NA	NA
"K07480"	22.5439780729164	-1.27166345271155	1.43060646367818	-0.888898159625273	0.374057814622965	0.474896373479596	"K07480"	NA	NA	NA
"K07481"	19.572903615674	1.63757549633344	1.61607632960819	1.01330331144103	0.310915306305324	0.407805192456286	"K07481"	NA	NA	NA
"K07482"	0	NA	NA	NA	NA	NA	"K07482"	NA	NA	NA
"K07483"	26.6480782814054	-1.18350837404692	1.29083307940739	-0.916856248052042	0.359217973197426	0.457954197295091	"K07483"	NA	NA	NA
"K07484"	2.17284300912817	-2.77325617945079	2.99546216811172	-0.925819130341076	0.354539983658195	NA	"K07484"	NA	NA	NA
"K07485"	0	NA	NA	NA	NA	NA	"K07485"	NA	NA	NA
"K07486"	4.56097430763541	-1.98418152228877	2.07422806539812	-0.956587925594355	0.338775285616435	0.435039301201433	"K07486"	NA	NA	NA
"K07487"	0.110974882573594	0.612393508836124	3.04847124536313	0.200885447014665	0.840788147353455	NA	"K07487"	NA	NA	NA
"K07488"	0	NA	NA	NA	NA	NA	"K07488"	NA	NA	NA
"K07490"	1.38271827853611	2.33895421019259	3.02438799552183	0.773364467011456	0.43930671283027	NA	"K07490"	NA	NA	NA
"K07491"	6.38057642732526	-3.05900737900704	2.68433285544792	-1.1395782653402	0.254462044593695	0.341706174168676	"K07491"	NA	NA	NA
"K07492"	0.409740925037623	-0.556878991204647	3.04683682623093	-0.182772830632197	0.854976267497702	NA	"K07492"	NA	NA	NA
"K07493"	0.827121556550313	1.28845693437289	3.04283461746658	0.42343968580377	0.671974495177801	NA	"K07493"	NA	NA	NA
"K07495"	0.603502065248232	-1.02462253554502	3.0413570394981	-0.336896497924528	0.736194925412293	NA	"K07495"	NA	NA	NA
"K07496"	0.793760903026791	1.06090893899321	3.04162649852671	0.34879658613807	0.727242026526203	NA	"K07496"	NA	NA	NA
"K07497"	69.5342484833533	0.518937057633247	0.903446231284203	0.574397279731417	0.56569899330621	0.661908857020381	"K07497"	NA	NA	NA
"K07498"	0.905928853086317	1.94446231708819	3.03138886738064	0.641442718884286	0.521235085665708	NA	"K07498"	NA	NA	NA
"K07501"	0.199754788632469	0.843985244891234	3.04766156446214	0.276928795090863	0.781834781648649	NA	"K07501"	NA	NA	NA
"K07502"	0.204870462518811	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K07502"	NA	NA	NA
"K07503"	2.13031022943259	2.85158476746129	3.01345969005668	0.946282698544296	0.344004415523981	NA	"K07503"	NA	NA	NA
"K07504"	0	NA	NA	NA	NA	NA	"K07504"	NA	NA	NA
"K07507"	0.133169859088313	0.674375003605804	3.04838446617785	0.22122373706075	0.824918227599166	NA	"K07507"	NA	NA	NA
"K07512"	0.31971308412694	-0.757480670040401	3.04429626325073	-0.248819630068316	0.803500305956195	NA	"K07512"	"Metabolism"	"Overview"	" Fatty acid metabolism"
"K07513"	0	0	0	0	1	NA	"K07513"	"Metabolism"	"Overview"	" Fatty acid metabolism"
"K07516"	0	NA	NA	NA	NA	NA	"K07516"	"Metabolism"	"Overview"	" Carbon metabolism"
"K07533"	127.868523595911	4.86367065464304	2.30278253256539	2.11208422239712	0.0346792260204502	0.0701341525057706	"K07533"	NA	NA	NA
"K07542"	0	NA	NA	NA	NA	NA	"K07542"	"Metabolism"	"Glycan biosynthesis and metabolism"	" Glycosylphosphatidylinositol(GPI)-anchor biosynthesis"
"K07552"	7.92806707985007	4.68765360670549	2.53964432647661	1.84579138024769	0.0649225026659786	0.112873894893995	"K07552"	NA	NA	NA
"K07555"	3.71636022523658	0.188995991456033	2.4683596784567	0.0765674440015968	0.93896765881971	NA	"K07555"	NA	NA	NA
"K07556"	2.37771347164698	-2.90778071641561	2.82330372815018	-1.02992132494394	0.303046939310161	NA	"K07556"	NA	NA	NA
"K07559"	0.0887799060588752	0.545392765812854	3.0485691526177	0.178901228251471	0.858015258340889	NA	"K07559"	NA	NA	NA
"K07560"	73.7075975980556	5.28176394825428	2.07903848685159	2.54048396970889	0.0110699168147779	0.0307861591890273	"K07560"	NA	NA	NA
"K07561"	0.395062365296031	0.955252809988883	3.04632909050545	0.313575054305898	0.753843808352632	NA	"K07561"	NA	NA	NA
"K07562"	0	NA	NA	NA	NA	NA	"K07562"	"Genetic Information Processing"	"Translation"	" RNA transport"
"K07565"	0	NA	NA	NA	NA	NA	"K07565"	NA	NA	NA
"K07566"	43.0237371347772	4.67537411936423	2.20935374686606	2.11617271611492	0.034330120799784	0.0698491635320281	"K07566"	NA	NA	NA
"K07568"	57.3212642825055	4.0672438648809	1.9785728981979	2.0556451918377	0.03981672841366	0.0767758868073555	"K07568"	NA	NA	NA
"K07570"	24.7199000520308	21.1958987959898	2.60800295039245	8.12725261403569	4.39129616401209e-16	1.82109635036972e-14	"K07570"	NA	NA	NA
"K07571"	3.20573188299431	1.42157682276129	3.04162651864092	0.467373891583666	0.640232398634233	NA	"K07571"	NA	NA	NA
"K07574"	100.289757958445	6.76285479904152	2.2427773466284	3.01539286064586	0.00256646592973045	0.0135026752273132	"K07574"	NA	NA	NA
"K07575"	0.468072586957796	1.32540498544208	3.04248924243201	0.435631773798029	0.663103913775885	NA	"K07575"	NA	NA	NA
"K07576"	0.501633393338345	0.594584910806142	3.04632906392227	0.195180789182568	0.845251417844714	NA	"K07576"	NA	NA	NA
"K07577"	1.3973968382777	-0.243340132291884	2.51700681145493	-0.0966783765480651	0.922981812391049	NA	"K07577"	NA	NA	NA
"K07584"	1186.35089188081	5.58061390374931	1.99280842795851	2.8003765065698	0.00510430336264722	0.0196279380321916	"K07584"	NA	NA	NA
"K07586"	131.572678821899	4.33439163371721	2.33852650966215	1.85347124174504	0.0638148443997349	0.11136006262825	"K07586"	NA	NA	NA
"K07588"	21.5272151278094	5.29261972064624	2.50223849984354	2.11515397951761	0.0344168258043994	0.0699246749051919	"K07588"	NA	NA	NA
"K07589"	0	0	0	0	1	NA	"K07589"	NA	NA	NA
"K07590"	0	NA	NA	NA	NA	NA	"K07590"	"Genetic Information Processing"	"Translation"	" Ribosome"
"K07592"	0.71704661881584	-1.36992122149271	3.03699722449382	-0.451077534890086	0.651933668304481	NA	"K07592"	NA	NA	NA
"K07604"	0	NA	NA	NA	NA	NA	"K07604"	NA	NA	NA
"K07605"	0	NA	NA	NA	NA	NA	"K07605"	NA	NA	NA
"K07636"	1.61110165785043	0.240818331699224	2.50832251342478	0.0960077224560806	0.923514439264947	NA	"K07636"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07637"	0.730386322859583	-0.762513563165975	3.03980049523417	-0.250843291973092	0.801935269212225	NA	"K07637"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07638"	0.615044076903274	-1.20159647496838	2.95870099116651	-0.406122983889166	0.684652238845488	NA	"K07638"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07639"	0.410673238732642	-0.148733838552369	3.04690270418427	-0.0488147646946897	0.961066915677361	NA	"K07639"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07640"	0.30850606522161	0.921642996573352	3.04672229528167	0.302503118843703	0.762268556267621	NA	"K07640"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07641"	0.618747184339342	-1.20167830110367	2.95524350585528	-0.406625815680758	0.684282833600631	NA	"K07641"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07642"	3.31994846939274	1.54720367137804	2.9374011826352	0.526725351826139	0.598384327745697	NA	"K07642"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07643"	1.05538277094418	0.364216445189308	2.8238747944461	0.128977547413092	0.897375414987386	NA	"K07643"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07644"	1.86176380234118	1.79826728972467	2.49915634401281	0.719549736867302	0.471802268637099	NA	"K07644"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07645"	0	NA	NA	NA	NA	NA	"K07645"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07646"	0.409740925037623	-0.799912279167491	3.04379692338039	-0.262800804161114	0.792704115686646	NA	"K07646"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07647"	0	NA	NA	NA	NA	NA	"K07647"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07648"	0.0665849295441564	0.472392491801971	3.0486808871621	0.15494979936772	0.876860893494893	NA	"K07648"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07649"	0.504836876426233	-0.155797801700325	3.0468052163593	-0.0511348086394873	0.959218098980342	NA	"K07649"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07651"	0	NA	NA	NA	NA	NA	"K07651"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07652"	86.5304524450823	6.05076737426732	2.24560704514452	2.6944907335192	0.00704962868293131	0.0231701082585854	"K07652"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07653"	0.197531182648016	0.560628148608567	3.04854650609058	0.183900146344663	0.85409179000027	NA	"K07653"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07654"	0	0	0	0	1	NA	"K07654"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07657"	6.33188146636093	0.757528575577022	2.28059510376188	0.332162677332538	0.739766424457398	0.806082425413394	"K07657"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07658"	88.765920392666	4.30999945995978	2.46275849489338	1.75006987851092	0.0801062566037453	0.133985553750037	"K07658"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07659"	0.527959443220464	0.839865010548808	2.79432077867922	0.3005614161971	0.763748957111287	NA	"K07659"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07660"	9.99227183925809	-0.491008774112796	2.19284414945241	-0.223914122777676	0.822824126338206	0.874672624076952	"K07660"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07661"	3.75956175075578	0.611970739391992	2.94371048863768	0.207890939599569	0.835314123777603	NA	"K07661"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07662"	2.45871778229518	1.98385481973169	2.24962196073759	0.881861421321313	0.377851751631749	NA	"K07662"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07663"	1.66419690941028	-1.17045217599507	2.68950532725125	-0.435192362006326	0.66342280619505	NA	"K07663"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07664"	0.413876721820531	-0.93657296763642	3.04227332601063	-0.307852999146714	0.758194191173566	NA	"K07664"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07665"	6.36155687810287	1.61143987232884	2.68347479426109	0.600504940748868	0.548169769124644	0.646794455619873	"K07665"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07666"	0	NA	NA	NA	NA	NA	"K07666"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07667"	0	NA	NA	NA	NA	NA	"K07667"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07668"	2.62197451121927	3.16266136550879	2.82031551688981	1.12138565581362	0.262123739227323	NA	"K07668"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07669"	0	NA	NA	NA	NA	NA	"K07669"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07670"	6.2202410554018	4.3489620770618	2.51910879752548	1.72638914259432	0.0842774277596459	0.13936017124708	"K07670"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07671"	0	NA	NA	NA	NA	NA	"K07671"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
"K07673"	0.201167355082744	-0.159333948174021	3.04914612274782	-0.0522552681176307	0.95832529545952	NA	"K07673"	"Environmental Information Processing"	"Signal transduction"	" Two-component system"
